,,,SSR-A_SBE,SSR-A_DBE,SSR-B_SBE,SSR-B_DBE,
1851408805,6E5A41A5,2016-245T07,27,1,14,0,
1851412405,6E5A4FB5,2016-245T08,26,0,8,0,
1851416005,6E5A5DC5,2016-245T09,25,0,22,0,
1851419605,6E5A6BD5,2016-245T10,25,0,11,0,
1851423205,6E5A79E5,2016-245T11,21,0,13,0,
1851426805,6E5A87F5,2016-245T12,28,0,18,0,
1851430405,6E5A9605,2016-245T13,42,0,15,1,
1851434005,6E5AA415,2016-245T14,24,1,11,0,
1851437605,6E5AB225,2016-245T15,27,0,15,0,
1851441205,6E5AC035,2016-245T16,33,0,13,0,
1851444805,6E5ACE45,2016-245T17,30,0,21,0,
1851448405,6E5ADC55,2016-245T18,31,0,22,0,
1851452005,6E5AEA65,2016-245T19,29,0,16,0,
1851455605,6E5AF875,2016-245T20,26,0,4,0,
1851459205,6E5B0685,2016-245T21,20,0,8,0,
1851462805,6E5B1495,2016-245T22,24,0,12,1,
1851466405,6E5B22A5,2016-245T23,26,0,17,0,
1851470005,6E5B30B5,2016-246T00,29,0,17,0,
1851473605,6E5B3EC5,2016-246T01,22,0,12,0,
1851477205,6E5B4CD5,2016-246T02,28,0,18,0,
1851480805,6E5B5AE5,2016-246T03,24,1,17,0,
1851484405,6E5B68F5,2016-246T04,29,0,15,1,
1851488005,6E5B7705,2016-246T05,23,0,16,0,
1851491605,6E5B8515,2016-246T06,26,0,12,1,
1851495205,6E5B9325,2016-246T07,18,0,20,0,
1851498805,6E5BA135,2016-246T08,23,0,16,0,
1851502405,6E5BAF45,2016-246T09,25,0,16,0,
1851506005,6E5BBD55,2016-246T10,36,0,15,0,
1851509605,6E5BCB65,2016-246T11,34,1,15,0,
1851513205,6E5BD975,2016-246T12,26,0,17,0,
1851516805,6E5BE785,2016-246T13,39,4,14,0,
1851520405,6E5BF595,2016-246T14,34,0,4,0,
1851524005,6E5C03A5,2016-246T15,30,0,10,0,
1851527605,6E5C11B5,2016-246T16,32,0,10,0,
1851531205,6E5C1FC5,2016-246T17,25,2,7,0,
1851534805,6E5C2DD5,2016-246T18,29,0,11,0,
1851538405,6E5C3BE5,2016-246T19,23,0,13,0,
1851542005,6E5C49F5,2016-246T20,36,0,15,0,
1851545605,6E5C5805,2016-246T21,26,0,26,1,
1851549205,6E5C6615,2016-246T22,28,0,23,0,
1851552805,6E5C7425,2016-246T23,27,1,24,0,
1851556405,6E5C8235,2016-247T00,28,0,28,0,
1851560005,6E5C9045,2016-247T01,26,0,21,0,
1851563605,6E5C9E55,2016-247T02,18,0,26,0,
1851567205,6E5CAC65,2016-247T03,21,0,50,1,
1851570805,6E5CBA75,2016-247T04,32,0,22,0,
1851574405,6E5CC885,2016-247T05,25,0,21,2,
1851578005,6E5CD695,2016-247T06,29,0,26,0,
1851581605,6E5CE4A5,2016-247T07,21,0,30,0,
1851585205,6E5CF2B5,2016-247T08,22,0,32,1,
1851588805,6E5D00C5,2016-247T09,28,1,28,0,
1851592405,6E5D0ED5,2016-247T10,27,0,36,0,
1851596005,6E5D1CE5,2016-247T11,43,0,27,0,
1851599605,6E5D2AF5,2016-247T12,20,0,34,1,
1851603205,6E5D3905,2016-247T13,26,0,22,0,
1851606805,6E5D4715,2016-247T14,27,0,29,0,
1851610405,6E5D5525,2016-247T15,24,0,29,1,
1851614005,6E5D6335,2016-247T16,25,0,33,0,
1851617605,6E5D7145,2016-247T17,26,0,23,0,
1851621205,6E5D7F55,2016-247T18,30,0,28,0,
1851624805,6E5D8D65,2016-247T19,31,1,22,0,
1851628405,6E5D9B75,2016-247T20,27,0,26,0,
1851632005,6E5DA985,2016-247T21,30,0,29,1,
1851635605,6E5DB795,2016-247T22,20,0,28,0,
1851639205,6E5DC5A5,2016-247T23,28,0,26,0,
1851642805,6E5DD3B5,2016-248T00,21,0,18,0,
1851646405,6E5DE1C5,2016-248T01,22,0,26,0,
1851650005,6E5DEFD5,2016-248T02,26,1,27,0,
1851653605,6E5DFDE5,2016-248T03,21,0,25,0,
1851657205,6E5E0BF5,2016-248T04,28,0,30,0,
1851660805,6E5E1A05,2016-248T05,24,0,20,0,
1851664405,6E5E2815,2016-248T06,28,1,23,0,
1851668005,6E5E3625,2016-248T07,32,0,27,1,
1851671605,6E5E4435,2016-248T08,24,0,32,1,
1851675205,6E5E5245,2016-248T09,26,0,25,0,
1851678805,6E5E6055,2016-248T10,29,0,22,0,
1851682405,6E5E6E65,2016-248T11,27,0,18,0,
1851686005,6E5E7C75,2016-248T12,33,0,26,1,
1851689605,6E5E8A85,2016-248T13,32,0,27,0,
1851693205,6E5E9895,2016-248T14,27,0,25,0,
1851696805,6E5EA6A5,2016-248T15,22,1,21,0,
1851700405,6E5EB4B5,2016-248T16,44,17,26,0,
1851704005,6E5EC2C5,2016-248T17,30,0,26,0,
1851707605,6E5ED0D5,2016-248T18,31,0,32,0,
1851711205,6E5EDEE5,2016-248T19,23,0,26,0,
1851714805,6E5EECF5,2016-248T20,23,0,38,0,
1851718405,6E5EFB05,2016-248T21,29,0,31,2,
1851722005,6E5F0915,2016-248T22,17,0,24,0,
1851725605,6E5F1725,2016-248T23,39,0,30,0,
1851729205,6E5F2535,2016-249T00,26,1,31,0,
1851732805,6E5F3345,2016-249T01,29,2,33,0,
1851736405,6E5F4155,2016-249T02,23,1,26,0,
1851740005,6E5F4F65,2016-249T03,32,0,28,0,
1851743605,6E5F5D75,2016-249T04,24,0,31,1,
1851747205,6E5F6B85,2016-249T05,27,1,30,0,
1851750805,6E5F7995,2016-249T06,24,0,28,0,
1851754405,6E5F87A5,2016-249T07,25,0,33,0,
1851758005,6E5F95B5,2016-249T08,26,0,24,0,
1851761605,6E5FA3C5,2016-249T09,37,0,25,0,
1851765205,6E5FB1D5,2016-249T10,31,0,22,0,
1851768805,6E5FBFE5,2016-249T11,44,0,26,0,
1851772405,6E5FCDF5,2016-249T12,28,1,29,0,
1851776005,6E5FDC05,2016-249T13,21,1,26,0,
1851779605,6E5FEA15,2016-249T14,26,0,40,0,
1851783205,6E5FF825,2016-249T15,23,1,22,1,
1851786805,6E600635,2016-249T16,31,0,19,0,
1851790405,6E601445,2016-249T17,31,0,22,0,
1851794005,6E602255,2016-249T18,25,0,19,0,
1851797605,6E603065,2016-249T19,22,1,19,0,
1851801205,6E603E75,2016-249T20,28,0,27,1,
1851804805,6E604C85,2016-249T21,31,0,16,0,
1851808405,6E605A95,2016-249T22,25,1,20,0,
1851812005,6E6068A5,2016-249T23,22,0,16,0,
1851815605,6E6076B5,2016-250T00,28,0,21,1,
1851819205,6E6084C5,2016-250T01,24,0,17,0,
1851822805,6E6092D5,2016-250T02,21,0,17,0,
1851826405,6E60A0E5,2016-250T03,7,0,3,0,
1851830005,6E60AEF5,2016-250T04,26,0,18,0,
1851833605,6E60BD05,2016-250T05,28,2,17,0,
1851837205,6E60CB15,2016-250T06,27,8,18,0,
1851840805,6E60D925,2016-250T07,25,0,23,0,
1851844405,6E60E735,2016-250T08,28,0,16,0,
1851848005,6E60F545,2016-250T09,29,0,29,0,
1851851605,6E610355,2016-250T10,31,1,25,0,
1851855205,6E611165,2016-250T11,29,0,21,0,
1851858805,6E611F75,2016-250T12,32,2,25,0,
1851862405,6E612D85,2016-250T13,27,0,19,1,
1851866005,6E613B95,2016-250T14,36,0,20,0,
1851869605,6E6149A5,2016-250T15,25,1,22,0,
1851873205,6E6157B5,2016-250T16,31,0,25,0,
1851876805,6E6165C5,2016-250T17,29,0,11,0,
1851880405,6E6173D5,2016-250T18,30,0,23,0,
1851884005,6E6181E5,2016-250T19,29,1,21,0,
1851887605,6E618FF5,2016-250T20,31,1,22,0,
1851891205,6E619E05,2016-250T21,28,0,23,0,
1851894805,6E61AC15,2016-250T22,27,0,17,0,
1851898405,6E61BA25,2016-250T23,30,0,21,0,
1851902005,6E61C835,2016-251T00,24,0,20,0,
1851905605,6E61D645,2016-251T01,24,0,27,1,
1851909205,6E61E455,2016-251T02,26,0,22,0,
1851912805,6E61F265,2016-251T03,26,0,27,0,
1851916405,6E620075,2016-251T04,22,0,23,0,
1851920005,6E620E85,2016-251T05,26,1,16,0,
1851923605,6E621C95,2016-251T06,27,0,24,0,
1851927205,6E622AA5,2016-251T07,26,0,17,0,
1851930805,6E6238B5,2016-251T08,22,0,19,0,
1851934405,6E6246C5,2016-251T09,26,0,21,0,
1851938005,6E6254D5,2016-251T10,27,0,23,0,
1851941605,6E6262E5,2016-251T11,22,0,12,0,
1851945205,6E6270F5,2016-251T12,28,0,16,0,
1851948805,6E627F05,2016-251T13,27,0,25,2,
1851952405,6E628D15,2016-251T14,25,0,28,0,
1851956005,6E629B25,2016-251T15,40,0,20,0,
1851959605,6E62A935,2016-251T16,19,0,16,0,
1851963205,6E62B745,2016-251T17,30,0,22,0,
1851966805,6E62C555,2016-251T18,29,0,20,0,
1851970405,6E62D365,2016-251T19,32,1,19,0,
1851974005,6E62E175,2016-251T20,22,0,25,0,
1851977605,6E62EF85,2016-251T21,29,0,21,0,
1851981205,6E62FD95,2016-251T22,30,0,23,0,
1851984805,6E630BA5,2016-251T23,31,0,23,0,
1851988405,6E6319B5,2016-252T00,32,1,20,0,
1851992005,6E6327C5,2016-252T01,36,0,13,0,
1851995605,6E6335D5,2016-252T02,31,0,19,0,
1851999205,6E6343E5,2016-252T03,23,0,22,0,
1852002805,6E6351F5,2016-252T04,22,0,23,0,
1852006405,6E636005,2016-252T05,29,0,26,0,
1852010005,6E636E15,2016-252T06,32,1,24,0,
1852013605,6E637C25,2016-252T07,41,2,24,0,
1852017205,6E638A35,2016-252T08,28,0,12,0,
1852020805,6E639845,2016-252T09,28,0,22,0,
1852024405,6E63A655,2016-252T10,23,0,23,0,
1852028005,6E63B465,2016-252T11,22,0,27,1,
1852031605,6E63C275,2016-252T12,43,0,17,0,
1852035205,6E63D085,2016-252T13,32,0,21,0,
1852038805,6E63DE95,2016-252T14,33,0,12,0,
1852042405,6E63ECA5,2016-252T15,19,0,21,0,
1852046005,6E63FAB5,2016-252T16,27,0,24,0,
1852049605,6E6408C5,2016-252T17,29,0,18,0,
1852053205,6E6416D5,2016-252T18,29,0,16,0,
1852056805,6E6424E5,2016-252T19,24,0,18,0,
1852060405,6E6432F5,2016-252T20,25,0,19,0,
1852064005,6E644105,2016-252T21,35,0,23,0,
1852067605,6E644F15,2016-252T22,28,0,21,3,
1852071205,6E645D25,2016-252T23,28,0,18,0,
1852074805,6E646B35,2016-253T00,30,0,27,0,
1852078405,6E647945,2016-253T01,33,0,31,1,
1852082005,6E648755,2016-253T02,23,1,23,0,
1852085605,6E649565,2016-253T03,28,0,16,0,
1852089205,6E64A375,2016-253T04,34,0,19,0,
1852092805,6E64B185,2016-253T05,20,0,18,0,
1852096405,6E64BF95,2016-253T06,28,0,23,0,
1852100005,6E64CDA5,2016-253T07,30,0,15,0,
1852103605,6E64DBB5,2016-253T08,40,0,21,0,
1852107205,6E64E9C5,2016-253T09,32,0,29,0,
1852110805,6E64F7D5,2016-253T10,31,0,20,2,
1852114405,6E6505E5,2016-253T11,29,0,18,0,
1852118005,6E6513F5,2016-253T12,24,0,15,0,
1852121605,6E652205,2016-253T13,23,0,21,0,
1852125205,6E653015,2016-253T14,29,0,16,0,
1852128805,6E653E25,2016-253T15,22,0,33,0,
1852132405,6E654C35,2016-253T16,32,1,25,0,
1852136005,6E655A45,2016-253T17,34,0,24,0,
1852139605,6E656855,2016-253T18,29,0,24,0,
1852143205,6E657665,2016-253T19,27,0,21,1,
1852146805,6E658475,2016-253T20,22,0,12,1,
1852150405,6E659285,2016-253T21,24,0,15,1,
1852154005,6E65A095,2016-253T22,31,0,18,0,
1852157605,6E65AEA5,2016-253T23,28,0,1,0,
1852161205,6E65BCB5,2016-254T00,24,0,9,0,
1852164805,6E65CAC5,2016-254T01,17,0,10,0,
1852168405,6E65D8D5,2016-254T02,25,0,11,0,
1852172005,6E65E6E5,2016-254T03,30,1,15,0,
1852175605,6E65F4F5,2016-254T04,26,0,18,0,
1852179205,6E660305,2016-254T05,25,0,9,0,
1852182805,6E661115,2016-254T06,32,0,12,0,
1852186405,6E661F25,2016-254T07,22,0,22,0,
1852190005,6E662D35,2016-254T08,28,0,10,0,
1852193605,6E663B45,2016-254T09,26,0,13,0,
1852197205,6E664955,2016-254T10,23,1,23,0,
1852200805,6E665765,2016-254T11,27,0,8,0,
1852204405,6E666575,2016-254T12,27,0,13,0,
1852208005,6E667385,2016-254T13,27,0,15,1,
1852211605,6E668195,2016-254T14,26,0,11,0,
1852215205,6E668FA5,2016-254T15,23,0,12,0,
1852218805,6E669DB5,2016-254T16,32,0,15,0,
1852222405,6E66ABC5,2016-254T17,27,0,18,0,
1852226005,6E66B9D5,2016-254T18,24,0,13,1,
1852229605,6E66C7E5,2016-254T19,29,0,17,0,
1852233205,6E66D5F5,2016-254T20,24,0,13,0,
1852236805,6E66E405,2016-254T21,27,0,14,0,
1852240405,6E66F215,2016-254T22,28,0,11,0,
1852244005,6E670025,2016-254T23,26,0,11,0,
1852247605,6E670E35,2016-255T00,24,0,5,0,
1852251205,6E671C45,2016-255T01,24,0,9,0,
1852254805,6E672A55,2016-255T02,23,0,10,0,
1852258405,6E673865,2016-255T03,24,0,11,0,
1852262005,6E674675,2016-255T04,25,0,21,0,
1852265605,6E675485,2016-255T05,24,0,8,0,
1852269205,6E676295,2016-255T06,23,0,16,0,
1852272805,6E6770A5,2016-255T07,27,0,12,0,
1852276405,6E677EB5,2016-255T08,28,0,21,0,
1852280005,6E678CC5,2016-255T09,24,1,14,0,
1852283605,6E679AD5,2016-255T10,28,0,9,0,
1852287205,6E67A8E5,2016-255T11,27,0,17,0,
1852290805,6E67B6F5,2016-255T12,24,0,17,0,
1852294405,6E67C505,2016-255T13,23,0,13,0,
1852298005,6E67D315,2016-255T14,31,0,14,0,
1852301605,6E67E125,2016-255T15,35,0,7,0,
1852305205,6E67EF35,2016-255T16,28,0,13,0,
1852308805,6E67FD45,2016-255T17,26,0,12,2,
1852312405,6E680B55,2016-255T18,25,0,12,0,
1852316005,6E681965,2016-255T19,23,2,32,0,
1852319605,6E682775,2016-255T20,23,0,25,0,
1852323205,6E683585,2016-255T21,27,0,15,0,
1852326805,6E684395,2016-255T22,22,0,17,0,
1852330405,6E6851A5,2016-255T23,28,0,18,0,
1852334005,6E685FB5,2016-256T00,31,0,30,0,
1852337605,6E686DC5,2016-256T01,22,0,15,0,
1852341205,6E687BD5,2016-256T02,25,0,19,0,
1852344805,6E6889E5,2016-256T03,26,1,27,1,
1852348405,6E6897F5,2016-256T04,40,0,15,0,
1852352005,6E68A605,2016-256T05,28,0,23,0,
1852355605,6E68B415,2016-256T06,35,0,17,0,
1852359205,6E68C225,2016-256T07,22,0,19,0,
1852362805,6E68D035,2016-256T08,33,1,22,0,
1852366405,6E68DE45,2016-256T09,36,0,22,0,
1852370005,6E68EC55,2016-256T10,25,0,10,0,
1852373605,6E68FA65,2016-256T11,27,0,10,0,PERIAPSIS
1852377205,6E690875,2016-256T12,27,0,14,0,
1852380805,6E691685,2016-256T13,29,0,12,1,
1852384405,6E692495,2016-256T14,26,0,7,1,
1852388005,6E6932A5,2016-256T15,28,0,18,0,
1852391605,6E6940B5,2016-256T16,23,0,6,0,
1852395205,6E694EC5,2016-256T17,27,0,13,0,
1852398805,6E695CD5,2016-256T18,29,0,17,0,
1852402405,6E696AE5,2016-256T19,25,0,14,0,
1852406005,6E6978F5,2016-256T20,26,0,19,0,
1852409605,6E698705,2016-256T21,26,1,20,0,
1852413205,6E699515,2016-256T22,30,0,17,0,
1852416805,6E69A325,2016-256T23,25,0,12,0,
1852420405,6E69B135,2016-257T00,26,0,17,0,
1852424005,6E69BF45,2016-257T01,24,2,13,0,
1852427605,6E69CD55,2016-257T02,23,1,11,0,
1852431205,6E69DB65,2016-257T03,27,0,15,1,
1852434805,6E69E975,2016-257T04,21,0,16,0,
1852438405,6E69F785,2016-257T05,26,0,17,0,
1852442005,6E6A0595,2016-257T06,26,1,16,0,
1852445605,6E6A13A5,2016-257T07,20,0,13,0,
1852449205,6E6A21B5,2016-257T08,27,0,14,0,
1852452805,6E6A2FC5,2016-257T09,27,3,8,0,
1852456405,6E6A3DD5,2016-257T10,24,0,12,0,
1852460005,6E6A4BE5,2016-257T11,32,0,15,0,
1852463605,6E6A59F5,2016-257T12,24,0,11,0,
1852467205,6E6A6805,2016-257T13,34,3,23,0,
1852470805,6E6A7615,2016-257T14,19,0,7,0,
1852474405,6E6A8425,2016-257T15,30,0,14,0,
1852478005,6E6A9235,2016-257T16,26,1,12,0,
1852481605,6E6AA045,2016-257T17,34,0,19,0,
1852485205,6E6AAE55,2016-257T18,34,1,9,0,
1852488805,6E6ABC65,2016-257T19,27,0,14,0,
1852492405,6E6ACA75,2016-257T20,32,0,11,0,
1852496005,6E6AD885,2016-257T21,23,0,12,0,
1852499605,6E6AE695,2016-257T22,25,0,11,1,
1852503205,6E6AF4A5,2016-257T23,23,0,19,0,
1852506805,6E6B02B5,2016-258T00,28,0,15,1,
1852510405,6E6B10C5,2016-258T01,22,0,14,0,
1852514005,6E6B1ED5,2016-258T02,23,0,15,0,
1852517605,6E6B2CE5,2016-258T03,1,0,1,0,
1852521205,6E6B3AF5,2016-258T04,21,0,13,0,
1852524805,6E6B4905,2016-258T05,22,0,15,0,
1852528405,6E6B5715,2016-258T06,27,0,10,0,
1852532005,6E6B6525,2016-258T07,25,0,12,0,
1852535605,6E6B7335,2016-258T08,23,0,8,0,
1852539205,6E6B8145,2016-258T09,27,0,10,0,
1852542805,6E6B8F55,2016-258T10,42,0,18,0,
1852546405,6E6B9D65,2016-258T11,33,0,16,0,
1852550005,6E6BAB75,2016-258T12,24,0,10,0,
1852553605,6E6BB985,2016-258T13,24,0,22,0,
1852557205,6E6BC795,2016-258T14,26,0,24,0,
1852560805,6E6BD5A5,2016-258T15,27,0,54,2,
1852564405,6E6BE3B5,2016-258T16,27,0,13,0,
1852568005,6E6BF1C5,2016-258T17,29,1,4,0,
1852571605,6E6BFFD5,2016-258T18,27,0,11,0,
1852575205,6E6C0DE5,2016-258T19,28,0,12,0,
1852578805,6E6C1BF5,2016-258T20,26,0,13,0,
1852582405,6E6C2A05,2016-258T21,27,0,16,1,
1852586005,6E6C3815,2016-258T22,31,0,12,0,
1852589605,6E6C4625,2016-258T23,22,0,12,0,
1852593205,6E6C5435,2016-259T00,25,1,11,0,
1852596805,6E6C6245,2016-259T01,31,0,10,0,
1852600405,6E6C7055,2016-259T02,32,0,18,0,
1852604005,6E6C7E65,2016-259T03,28,0,20,0,
1852607605,6E6C8C75,2016-259T04,32,0,17,0,
1852611205,6E6C9A85,2016-259T05,24,0,20,0,
1852614805,6E6CA895,2016-259T06,37,0,18,0,
1852618405,6E6CB6A5,2016-259T07,25,0,7,0,
1852622005,6E6CC4B5,2016-259T08,30,0,15,0,
1852625605,6E6CD2C5,2016-259T09,29,1,16,0,
1852629205,6E6CE0D5,2016-259T10,27,1,14,0,
1852632805,6E6CEEE5,2016-259T11,29,0,22,3,
1852636405,6E6CFCF5,2016-259T12,24,0,16,0,
1852640005,6E6D0B05,2016-259T13,34,0,10,0,
1852643605,6E6D1915,2016-259T14,25,1,18,0,
1852647205,6E6D2725,2016-259T15,30,0,10,0,
1852650805,6E6D3535,2016-259T16,30,0,16,0,
1852654405,6E6D4345,2016-259T17,27,0,16,0,
1852658005,6E6D5155,2016-259T18,23,0,21,0,
1852661605,6E6D5F65,2016-259T19,24,0,15,0,
1852665205,6E6D6D75,2016-259T20,31,1,18,0,
1852668805,6E6D7B85,2016-259T21,28,0,17,0,
1852672405,6E6D8995,2016-259T22,18,0,15,1,
1852676005,6E6D97A5,2016-259T23,31,0,20,0,
1852679605,6E6DA5B5,2016-260T00,28,0,17,0,
1852683205,6E6DB3C5,2016-260T01,21,0,17,0,
1852686805,6E6DC1D5,2016-260T02,30,0,20,0,
1852690405,6E6DCFE5,2016-260T03,30,1,19,0,
1852694005,6E6DDDF5,2016-260T04,23,0,19,0,
1852697605,6E6DEC05,2016-260T05,31,0,19,1,
1852701205,6E6DFA15,2016-260T06,25,0,26,0,
1852704805,6E6E0825,2016-260T07,26,0,18,0,
1852708405,6E6E1635,2016-260T08,20,0,15,0,
1852712005,6E6E2445,2016-260T09,23,0,20,0,
1852715605,6E6E3255,2016-260T10,31,0,19,0,
1852719205,6E6E4065,2016-260T11,31,1,22,0,
1852722805,6E6E4E75,2016-260T12,27,0,24,0,
1852726405,6E6E5C85,2016-260T13,28,0,13,0,
1852730005,6E6E6A95,2016-260T14,28,1,17,0,
1852733605,6E6E78A5,2016-260T15,25,0,28,0,
1852737205,6E6E86B5,2016-260T16,27,1,15,0,
1852740805,6E6E94C5,2016-260T17,31,0,26,0,
1852744405,6E6EA2D5,2016-260T18,26,0,20,0,
1852748005,6E6EB0E5,2016-260T19,27,0,24,0,
1852751605,6E6EBEF5,2016-260T20,36,0,24,0,
1852755205,6E6ECD05,2016-260T21,28,0,13,0,
1852758805,6E6EDB15,2016-260T22,31,0,18,0,
1852762405,6E6EE925,2016-260T23,38,0,19,0,
1852766005,6E6EF735,2016-261T00,25,0,22,0,
1852769605,6E6F0545,2016-261T01,28,0,18,0,
1852773205,6E6F1355,2016-261T02,31,0,18,0,
1852776805,6E6F2165,2016-261T03,33,0,17,1,
1852780405,6E6F2F75,2016-261T04,28,0,21,1,
1852784005,6E6F3D85,2016-261T05,27,0,26,0,
1852787605,6E6F4B95,2016-261T06,28,0,19,0,
1852791205,6E6F59A5,2016-261T07,28,5,20,0,
1852794805,6E6F67B5,2016-261T08,18,0,22,1,
1852798405,6E6F75C5,2016-261T09,30,0,16,0,
1852802005,6E6F83D5,2016-261T10,25,0,20,0,
1852805605,6E6F91E5,2016-261T11,33,0,21,0,
1852809205,6E6F9FF5,2016-261T12,28,0,14,1,
1852812805,6E6FAE05,2016-261T13,33,0,20,0,
1852816405,6E6FBC15,2016-261T14,28,0,25,0,
1852820005,6E6FCA25,2016-261T15,38,0,28,0,
1852823605,6E6FD835,2016-261T16,33,0,24,0,
1852827205,6E6FE645,2016-261T17,24,0,17,0,
1852830805,6E6FF455,2016-261T18,25,0,16,0,
1852834405,6E700265,2016-261T19,39,1,19,0,
1852838005,6E701075,2016-261T20,27,0,17,0,
1852841605,6E701E85,2016-261T21,25,1,30,0,
1852845205,6E702C95,2016-261T22,27,0,26,0,
1852848805,6E703AA5,2016-261T23,25,0,14,1,
1852852405,6E7048B5,2016-262T00,28,0,24,0,
1852856005,6E7056C5,2016-262T01,28,0,10,0,
1852859605,6E7064D5,2016-262T02,26,0,12,1,
1852863205,6E7072E5,2016-262T03,23,0,10,0,
1852866805,6E7080F5,2016-262T04,26,0,12,0,
1852870405,6E708F05,2016-262T05,26,0,17,0,
1852874005,6E709D15,2016-262T06,22,0,15,0,
1852877605,6E70AB25,2016-262T07,26,0,5,0,
1852881205,6E70B935,2016-262T08,36,0,11,0,
1852884805,6E70C745,2016-262T09,24,0,13,1,
1852888405,6E70D555,2016-262T10,31,0,17,0,
1852892005,6E70E365,2016-262T11,23,0,8,0,APOAPSIS
1852895605,6E70F175,2016-262T12,25,0,6,0,
1852899205,6E70FF85,2016-262T13,20,0,15,2,
1852902805,6E710D95,2016-262T14,37,0,14,0,
1852906405,6E711BA5,2016-262T15,34,0,15,1,
1852910005,6E7129B5,2016-262T16,27,0,12,0,
1852913605,6E7137C5,2016-262T17,22,1,13,0,
1852917205,6E7145D5,2016-262T18,40,1,16,0,
1852920805,6E7153E5,2016-262T19,28,0,7,0,
1852924405,6E7161F5,2016-262T20,31,0,19,0,
1852928005,6E717005,2016-262T21,23,0,17,0,
1852931605,6E717E15,2016-262T22,26,0,14,0,
1852935205,6E718C25,2016-262T23,22,0,14,0,
1852938805,6E719A35,2016-263T00,26,0,14,0,
1852942405,6E71A845,2016-263T01,37,1,7,0,
1852946005,6E71B655,2016-263T02,28,0,5,0,
1852949605,6E71C465,2016-263T03,30,0,10,0,
1852953205,6E71D275,2016-263T04,24,0,16,0,
1852956805,6E71E085,2016-263T05,32,1,20,0,
1852960405,6E71EE95,2016-263T06,28,0,17,0,
1852964005,6E71FCA5,2016-263T07,37,0,15,0,
1852967605,6E720AB5,2016-263T08,30,0,9,0,
1852971205,6E7218C5,2016-263T09,29,0,10,0,
1852974805,6E7226D5,2016-263T10,25,0,14,0,
1852978405,6E7234E5,2016-263T11,20,0,12,0,
1852982005,6E7242F5,2016-263T12,25,0,11,0,
1852985605,6E725105,2016-263T13,36,0,12,0,
1852989205,6E725F15,2016-263T14,31,0,8,0,
1852992805,6E726D25,2016-263T15,28,1,15,1,
1852996405,6E727B35,2016-263T16,30,0,4,0,
1853000005,6E728945,2016-263T17,27,0,14,0,
1853003605,6E729755,2016-263T18,29,0,16,0,
1853007205,6E72A565,2016-263T19,27,0,7,0,
1853010805,6E72B375,2016-263T20,24,4,8,0,
1853014405,6E72C185,2016-263T21,28,0,17,0,
1853018005,6E72CF95,2016-263T22,25,0,7,0,
1853021605,6E72DDA5,2016-263T23,33,0,21,0,
1853025205,6E72EBB5,2016-264T00,31,0,16,0,
1853028805,6E72F9C5,2016-264T01,18,0,10,2,
1853032405,6E7307D5,2016-264T02,34,0,10,0,
1853036005,6E7315E5,2016-264T03,27,0,13,0,
1853039605,6E7323F5,2016-264T04,19,0,9,0,
1853043205,6E733205,2016-264T05,26,1,14,0,
1853046805,6E734015,2016-264T06,25,0,11,1,
1853050405,6E734E25,2016-264T07,21,0,16,0,
1853054005,6E735C35,2016-264T08,32,1,10,1,
1853057605,6E736A45,2016-264T09,33,0,12,0,
1853061205,6E737855,2016-264T10,29,0,13,1,
1853064805,6E738665,2016-264T11,30,0,13,0,
1853068405,6E739475,2016-264T12,30,1,21,0,
1853072005,6E73A285,2016-264T13,30,0,8,0,
1853075605,6E73B095,2016-264T14,33,0,18,0,
1853079205,6E73BEA5,2016-264T15,22,0,10,0,
1853082805,6E73CCB5,2016-264T16,36,0,11,1,
1853086405,6E73DAC5,2016-264T17,35,0,14,0,
1853090005,6E73E8D5,2016-264T18,30,0,18,0,
1853093605,6E73F6E5,2016-264T19,30,0,20,0,
1853097205,6E7404F5,2016-264T20,28,0,19,0,
1853100805,6E741305,2016-264T21,25,0,20,0,
1853104405,6E742115,2016-264T22,28,0,19,0,
1853108005,6E742F25,2016-264T23,25,0,12,1,
1853111605,6E743D35,2016-265T00,28,0,11,0,
1853115205,6E744B45,2016-265T01,27,0,8,0,
1853118805,6E745955,2016-265T02,31,0,17,0,
1853122405,6E746765,2016-265T03,27,0,12,0,
1853126005,6E747575,2016-265T04,28,0,9,0,
1853129605,6E748385,2016-265T05,8,0,9,0,
1853133205,6E749195,2016-265T06,23,0,12,0,
1853136805,6E749FA5,2016-265T07,21,0,7,0,
1853140405,6E74ADB5,2016-265T08,35,5,8,0,
1853144005,6E74BBC5,2016-265T09,23,0,7,0,
1853147605,6E74C9D5,2016-265T10,28,1,16,0,
1853151205,6E74D7E5,2016-265T11,31,0,9,0,
1853154805,6E74E5F5,2016-265T12,24,0,15,1,
1853158405,6E74F405,2016-265T13,25,0,11,0,
1853162005,6E750215,2016-265T14,29,0,18,0,
1853165605,6E751025,2016-265T15,25,0,21,0,
1853169205,6E751E35,2016-265T16,28,0,22,1,
1853172805,6E752C45,2016-265T17,23,0,18,1,
1853176405,6E753A55,2016-265T18,24,0,20,1,
1853180005,6E754865,2016-265T19,31,0,20,0,
1853183605,6E755675,2016-265T20,25,0,18,0,
1853187205,6E756485,2016-265T21,32,0,27,0,
1853190805,6E757295,2016-265T22,26,1,23,0,
1853194405,6E7580A5,2016-265T23,27,2,23,0,
