,,,SSR-A_SBE,SSR-A_DBE,SSR-B_SBE,SSR-B_DBE,
1855340005,6E963DE5,2016-289T19,22,0,16,0,
1855343605,6E964BF5,2016-289T20,20,0,21,0,
1855347205,6E965A05,2016-289T21,29,0,24,1,
1855350805,6E966815,2016-289T22,18,0,22,1,
1855354405,6E967625,2016-289T23,36,0,26,1,
1855358005,6E968435,2016-290T00,25,0,22,0,
1855361605,6E969245,2016-290T01,32,0,17,0,
1855365205,6E96A055,2016-290T02,20,0,19,0,
1855368805,6E96AE65,2016-290T03,27,0,25,0,
1855372405,6E96BC75,2016-290T04,18,0,23,0,
1855376005,6E96CA85,2016-290T05,23,0,24,0,
1855379605,6E96D895,2016-290T06,28,0,15,0,
1855383205,6E96E6A5,2016-290T07,24,0,18,0,
1855386805,6E96F4B5,2016-290T08,21,0,21,0,
1855390405,6E9702C5,2016-290T09,26,0,19,0,
1855394005,6E9710D5,2016-290T10,33,0,24,0,
1855397605,6E971EE5,2016-290T11,14,0,24,0,
1855401205,6E972CF5,2016-290T12,20,0,34,1,
1855404805,6E973B05,2016-290T13,24,0,23,0,
1855408405,6E974915,2016-290T14,25,0,22,0,
1855412005,6E975725,2016-290T15,14,0,23,0,
1855415605,6E976535,2016-290T16,20,0,16,0,
1855419205,6E977345,2016-290T17,17,0,21,0,
1855422805,6E978155,2016-290T18,20,0,20,0,
1855426405,6E978F65,2016-290T19,29,1,22,0,
1855430005,6E979D75,2016-290T20,17,0,19,0,
1855433605,6E97AB85,2016-290T21,21,1,19,0,
1855437205,6E97B995,2016-290T22,27,1,27,0,
1855440805,6E97C7A5,2016-290T23,28,0,20,1,
1855444405,6E97D5B5,2016-291T00,21,0,25,0,
1855448005,6E97E3C5,2016-291T01,17,0,24,0,
1855451605,6E97F1D5,2016-291T02,22,0,19,0,
1855455205,6E97FFE5,2016-291T03,21,0,14,0,
1855458805,6E980DF5,2016-291T04,23,0,23,0,
1855462405,6E981C05,2016-291T05,17,0,13,0,
1855466005,6E982A15,2016-291T06,21,0,21,1,
1855469605,6E983825,2016-291T07,21,0,22,0,
1855473205,6E984635,2016-291T08,17,0,25,0,APOAPSIS
1855476805,6E985445,2016-291T09,23,0,15,0,
1855480405,6E986255,2016-291T10,20,0,41,0,
1855484005,6E987065,2016-291T11,26,0,27,1,
1855487605,6E987E75,2016-291T12,21,0,24,0,
1855491205,6E988C85,2016-291T13,19,0,24,0,
1855494805,6E989A95,2016-291T14,17,0,26,0,
1855498405,6E98A8A5,2016-291T15,20,0,25,0,
1855502005,6E98B6B5,2016-291T16,28,0,23,0,
1855505605,6E98C4C5,2016-291T17,22,0,26,0,
1855509205,6E98D2D5,2016-291T18,24,0,22,0,
1855512805,6E98E0E5,2016-291T19,23,2,21,1,
1855516405,6E98EEF5,2016-291T20,18,0,22,0,
1855520005,6E98FD05,2016-291T21,40,0,22,1,
1855523605,6E990B15,2016-291T22,24,0,23,0,
1855527205,6E991925,2016-291T23,23,0,28,0,
1855530805,6E992735,2016-292T00,21,0,16,0,
1855534405,6E993545,2016-292T01,27,0,17,0,
1855538005,6E994355,2016-292T02,21,0,19,3,
1855541605,6E995165,2016-292T03,31,0,16,1,
1855545205,6E995F75,2016-292T04,24,1,25,1,
1855548805,6E996D85,2016-292T05,30,1,22,0,
1855552405,6E997B95,2016-292T06,22,0,25,0,
1855556005,6E9989A5,2016-292T07,19,0,20,0,
1855559605,6E9997B5,2016-292T08,21,0,26,0,
1855563205,6E99A5C5,2016-292T09,23,0,24,0,
1855566805,6E99B3D5,2016-292T10,21,0,28,0,
1855570405,6E99C1E5,2016-292T11,14,0,17,0,
1855574005,6E99CFF5,2016-292T12,29,0,21,1,
1855577605,6E99DE05,2016-292T13,36,0,19,0,
1855581205,6E99EC15,2016-292T14,22,0,20,0,
1855584805,6E99FA25,2016-292T15,19,2,23,0,
1855588405,6E9A0835,2016-292T16,20,0,21,0,
1855592005,6E9A1645,2016-292T17,21,2,22,0,
1855595605,6E9A2455,2016-292T18,22,1,23,0,
1855599205,6E9A3265,2016-292T19,21,0,22,0,
1855602805,6E9A4075,2016-292T20,21,1,25,1,
1855606405,6E9A4E85,2016-292T21,23,0,26,0,
1855610005,6E9A5C95,2016-292T22,16,0,22,0,
1855613605,6E9A6AA5,2016-292T23,20,0,33,0,
1855617205,6E9A78B5,2016-293T00,23,0,16,0,
1855620805,6E9A86C5,2016-293T01,18,0,18,0,
1855624405,6E9A94D5,2016-293T02,15,0,22,0,
1855628005,6E9AA2E5,2016-293T03,24,2,22,1,
1855631605,6E9AB0F5,2016-293T04,24,0,20,0,
1855635205,6E9ABF05,2016-293T05,20,1,17,0,
1855638805,6E9ACD15,2016-293T06,29,0,21,0,
1855642405,6E9ADB25,2016-293T07,24,0,15,0,
1855646005,6E9AE935,2016-293T08,49,0,12,0,
1855649605,6E9AF745,2016-293T09,19,0,15,0,
1855653205,6E9B0555,2016-293T10,28,0,17,0,
1855656805,6E9B1365,2016-293T11,20,0,27,0,
1855660405,6E9B2175,2016-293T12,24,0,14,1,
1855664005,6E9B2F85,2016-293T13,18,0,14,0,
1855667605,6E9B3D95,2016-293T14,31,0,13,0,
1855671205,6E9B4BA5,2016-293T15,22,0,8,0,
1855674805,6E9B59B5,2016-293T16,23,0,20,0,
1855678405,6E9B67C5,2016-293T17,21,0,14,0,
1855682005,6E9B75D5,2016-293T18,21,0,16,0,
1855685605,6E9B83E5,2016-293T19,22,0,7,0,
1855689205,6E9B91F5,2016-293T20,19,0,14,0,
1855692805,6E9BA005,2016-293T21,28,0,17,0,
1855696405,6E9BAE15,2016-293T22,17,0,12,0,
1855700005,6E9BBC25,2016-293T23,32,0,13,0,
1855703605,6E9BCA35,2016-294T00,20,0,13,0,
1855707205,6E9BD845,2016-294T01,18,0,13,0,
1855710805,6E9BE655,2016-294T02,19,0,15,0,
1855714405,6E9BF465,2016-294T03,26,0,14,0,
1855718005,6E9C0275,2016-294T04,27,0,9,0,
1855721605,6E9C1085,2016-294T05,22,1,12,1,
1855725205,6E9C1E95,2016-294T06,22,0,16,0,
1855728805,6E9C2CA5,2016-294T07,16,0,13,0,
1855732405,6E9C3AB5,2016-294T08,17,0,12,0,
1855736005,6E9C48C5,2016-294T09,22,1,9,0,
1855739605,6E9C56D5,2016-294T10,20,0,10,1,
1855743205,6E9C64E5,2016-294T11,17,0,8,0,
1855746805,6E9C72F5,2016-294T12,21,1,24,4,
1855750405,6E9C8105,2016-294T13,25,0,15,1,
1855754005,6E9C8F15,2016-294T14,18,0,20,0,
1855757605,6E9C9D25,2016-294T15,15,0,9,0,
1855761205,6E9CAB35,2016-294T16,22,0,13,1,
1855764805,6E9CB945,2016-294T17,23,1,12,0,
1855768405,6E9CC755,2016-294T18,21,0,10,0,
1855772005,6E9CD565,2016-294T19,23,0,12,0,
1855775605,6E9CE375,2016-294T20,23,0,15,0,
1855779205,6E9CF185,2016-294T21,30,0,9,0,
1855782805,6E9CFF95,2016-294T22,23,0,18,0,
1855786405,6E9D0DA5,2016-294T23,14,0,9,0,
1855790005,6E9D1BB5,2016-295T00,18,0,13,0,
1855793605,6E9D29C5,2016-295T01,22,1,14,0,
1855797205,6E9D37D5,2016-295T02,26,0,8,0,
1855800805,6E9D45E5,2016-295T03,19,0,22,1,
1855804405,6E9D53F5,2016-295T04,21,0,15,0,
1855808005,6E9D6205,2016-295T05,19,1,14,0,
1855811605,6E9D7015,2016-295T06,25,0,11,0,
1855815205,6E9D7E25,2016-295T07,24,0,16,0,
1855818805,6E9D8C35,2016-295T08,28,0,10,0,
1855822405,6E9D9A45,2016-295T09,23,0,11,0,
1855826005,6E9DA855,2016-295T10,26,0,11,0,
1855829605,6E9DB665,2016-295T11,29,2,16,0,
1855833205,6E9DC475,2016-295T12,15,1,15,1,
1855836805,6E9DD285,2016-295T13,18,1,15,0,
1855840405,6E9DE095,2016-295T14,26,0,10,0,
1855844005,6E9DEEA5,2016-295T15,23,0,14,0,
1855847605,6E9DFCB5,2016-295T16,17,0,24,0,
1855851205,6E9E0AC5,2016-295T17,20,0,17,0,
1855854805,6E9E18D5,2016-295T18,14,0,10,0,
1855858405,6E9E26E5,2016-295T19,26,0,14,0,
1855862005,6E9E34F5,2016-295T20,23,0,17,0,
1855865605,6E9E4305,2016-295T21,22,0,10,0,
1855869205,6E9E5115,2016-295T22,23,0,16,1,
1855872805,6E9E5F25,2016-295T23,17,0,11,0,
1855876405,6E9E6D35,2016-296T00,19,0,11,0,
1855880005,6E9E7B45,2016-296T01,11,0,7,1,
1855883605,6E9E8955,2016-296T02,12,0,15,1,
1855887205,6E9E9765,2016-296T03,17,0,6,0,PERIAPSIS
1855890805,6E9EA575,2016-296T04,28,0,20,0,
1855894405,6E9EB385,2016-296T05,21,0,9,0,
1855898005,6E9EC195,2016-296T06,20,0,10,1,
1855901605,6E9ECFA5,2016-296T07,20,1,9,0,
1855905205,6E9EDDB5,2016-296T08,25,0,11,0,
1855908805,6E9EEBC5,2016-296T09,13,1,17,0,
1855912405,6E9EF9D5,2016-296T10,25,0,14,0,
1855916005,6E9F07E5,2016-296T11,26,0,14,0,
1855919605,6E9F15F5,2016-296T12,23,0,11,0,
1855923205,6E9F2405,2016-296T13,23,0,12,0,
1855926805,6E9F3215,2016-296T14,20,0,13,0,
1855930405,6E9F4025,2016-296T15,12,0,14,0,
1855934005,6E9F4E35,2016-296T16,25,0,21,0,
1855937605,6E9F5C45,2016-296T17,24,0,17,0,
1855941205,6E9F6A55,2016-296T18,20,0,12,0,
1855944805,6E9F7865,2016-296T19,29,0,22,0,
1855948405,6E9F8675,2016-296T20,23,0,11,0,
1855952005,6E9F9485,2016-296T21,22,0,12,0,
1855955605,6E9FA295,2016-296T22,23,0,11,0,
1855959205,6E9FB0A5,2016-296T23,22,0,20,1,
1855962805,6E9FBEB5,2016-297T00,21,0,10,0,
1855966405,6E9FCCC5,2016-297T01,23,0,15,1,
1855970005,6E9FDAD5,2016-297T02,20,1,25,0,
1855973605,6E9FE8E5,2016-297T03,22,0,14,0,
1855977205,6E9FF6F5,2016-297T04,19,0,19,0,
1855980805,6EA00505,2016-297T05,20,0,14,0,
1855984405,6EA01315,2016-297T06,18,0,17,0,
1855988005,6EA02125,2016-297T07,25,0,6,0,
1855991605,6EA02F35,2016-297T08,20,2,17,0,
1855995205,6EA03D45,2016-297T09,16,0,9,0,
1855998805,6EA04B55,2016-297T10,21,0,15,0,
1856002405,6EA05965,2016-297T11,13,0,15,0,
1856006005,6EA06775,2016-297T12,19,0,14,0,
1856009605,6EA07585,2016-297T13,16,0,23,1,
1856013205,6EA08395,2016-297T14,22,0,10,0,
1856016805,6EA091A5,2016-297T15,20,1,13,1,
1856020405,6EA09FB5,2016-297T16,37,0,22,0,
1856024005,6EA0ADC5,2016-297T17,19,0,11,0,
1856027605,6EA0BBD5,2016-297T18,21,1,15,0,
1856031205,6EA0C9E5,2016-297T19,19,0,12,0,
1856034805,6EA0D7F5,2016-297T20,17,0,12,0,
1856038405,6EA0E605,2016-297T21,21,0,12,0,
1856042005,6EA0F415,2016-297T22,17,0,14,0,
1856045605,6EA10225,2016-297T23,26,1,8,0,
1856049205,6EA11035,2016-298T00,20,0,12,0,
1856052805,6EA11E45,2016-298T01,4,0,5,0,
1856056405,6EA12C55,2016-298T02,19,0,8,0,
1856060005,6EA13A65,2016-298T03,18,0,10,0,
1856063605,6EA14875,2016-298T04,20,0,23,1,
1856067205,6EA15685,2016-298T05,15,0,12,0,
1856070805,6EA16495,2016-298T06,27,0,19,1,
1856074405,6EA172A5,2016-298T07,26,0,16,0,
1856078005,6EA180B5,2016-298T08,17,0,14,0,
1856081605,6EA18EC5,2016-298T09,28,0,13,0,
1856085205,6EA19CD5,2016-298T10,19,0,17,0,
1856088805,6EA1AAE5,2016-298T11,31,1,14,0,
1856092405,6EA1B8F5,2016-298T12,21,0,15,0,
1856096005,6EA1C705,2016-298T13,26,0,12,0,
1856099605,6EA1D515,2016-298T14,15,0,12,0,
1856103205,6EA1E325,2016-298T15,21,0,9,0,
1856106805,6EA1F135,2016-298T16,20,0,14,0,
1856110405,6EA1FF45,2016-298T17,21,0,26,0,
1856114005,6EA20D55,2016-298T18,25,1,20,0,
1856117605,6EA21B65,2016-298T19,23,0,20,0,
1856121205,6EA22975,2016-298T20,29,1,25,0,
1856124805,6EA23785,2016-298T21,25,1,22,0,
1856128405,6EA24595,2016-298T22,21,0,19,0,
1856132005,6EA253A5,2016-298T23,22,0,19,0,
1856135605,6EA261B5,2016-299T00,17,0,17,0,
1856139205,6EA26FC5,2016-299T01,17,0,16,0,
1856142805,6EA27DD5,2016-299T02,21,5,22,0,
1856146405,6EA28BE5,2016-299T03,18,0,16,0,
1856150005,6EA299F5,2016-299T04,26,0,26,0,
1856153605,6EA2A805,2016-299T05,28,0,27,0,
1856157205,6EA2B615,2016-299T06,22,0,23,0,
1856160805,6EA2C425,2016-299T07,24,0,20,0,
1856164405,6EA2D235,2016-299T08,16,0,25,0,
1856168005,6EA2E045,2016-299T09,18,0,21,0,
1856171605,6EA2EE55,2016-299T10,18,0,17,0,
1856175205,6EA2FC65,2016-299T11,22,0,25,0,
1856178805,6EA30A75,2016-299T12,15,0,18,0,
1856182405,6EA31885,2016-299T13,19,0,24,0,
1856186005,6EA32695,2016-299T14,15,0,16,0,
1856189605,6EA334A5,2016-299T15,27,0,24,0,
1856193205,6EA342B5,2016-299T16,26,0,19,0,
1856196805,6EA350C5,2016-299T17,22,0,20,0,
1856200405,6EA35ED5,2016-299T18,22,0,26,0,
1856204005,6EA36CE5,2016-299T19,20,1,19,0,
1856207605,6EA37AF5,2016-299T20,16,0,23,0,
1856211205,6EA38905,2016-299T21,19,0,22,0,
1856214805,6EA39715,2016-299T22,17,0,21,0,
1856218405,6EA3A525,2016-299T23,13,0,20,2,
1856222005,6EA3B335,2016-300T00,22,0,17,0,
1856225605,6EA3C145,2016-300T01,22,0,19,0,
1856229205,6EA3CF55,2016-300T02,18,0,16,0,
1856232805,6EA3DD65,2016-300T03,20,0,25,0,
1856236405,6EA3EB75,2016-300T04,14,0,28,0,
1856240005,6EA3F985,2016-300T05,18,1,19,0,
1856243605,6EA40795,2016-300T06,17,0,26,0,
1856247205,6EA415A5,2016-300T07,19,0,20,0,
1856250805,6EA423B5,2016-300T08,20,0,22,0,
1856254405,6EA431C5,2016-300T09,23,0,26,0,
1856258005,6EA43FD5,2016-300T10,30,0,24,1,
1856261605,6EA44DE5,2016-300T11,23,0,15,0,
1856265205,6EA45BF5,2016-300T12,15,0,19,0,
1856268805,6EA46A05,2016-300T13,20,1,18,0,
1856272405,6EA47815,2016-300T14,28,0,20,0,
1856276005,6EA48625,2016-300T15,26,1,18,0,
1856279605,6EA49435,2016-300T16,27,0,16,0,
1856283205,6EA4A245,2016-300T17,21,1,23,0,
1856286805,6EA4B055,2016-300T18,25,0,12,0,
1856290405,6EA4BE65,2016-300T19,16,1,14,0,
1856294005,6EA4CC75,2016-300T20,18,0,19,0,
1856297605,6EA4DA85,2016-300T21,22,0,19,0,
1856301205,6EA4E895,2016-300T22,19,0,28,1,APOAPSIS
1856304805,6EA4F6A5,2016-300T23,21,0,21,1,
1856308405,6EA504B5,2016-301T00,22,0,21,0,
1856312005,6EA512C5,2016-301T01,13,0,30,0,
1856315605,6EA520D5,2016-301T02,18,0,18,0,
1856319205,6EA52EE5,2016-301T03,23,0,24,0,
1856322805,6EA53CF5,2016-301T04,21,0,21,0,
1856326405,6EA54B05,2016-301T05,20,0,24,0,
1856330005,6EA55915,2016-301T06,23,0,17,0,
1856333605,6EA56725,2016-301T07,23,0,23,0,
1856337205,6EA57535,2016-301T08,19,1,16,0,
1856340805,6EA58345,2016-301T09,19,0,14,1,
1856344405,6EA59155,2016-301T10,18,0,16,0,
1856348005,6EA59F65,2016-301T11,20,0,11,0,
1856351605,6EA5AD75,2016-301T12,10,1,12,0,
1856355205,6EA5BB85,2016-301T13,18,1,21,0,
1856358805,6EA5C995,2016-301T14,16,0,15,0,
1856362405,6EA5D7A5,2016-301T15,18,0,18,0,
1856366005,6EA5E5B5,2016-301T16,19,0,19,0,
1856369605,6EA5F3C5,2016-301T17,19,0,14,0,
1856373205,6EA601D5,2016-301T18,13,0,23,0,
1856376805,6EA60FE5,2016-301T19,18,0,12,2,
1856380405,6EA61DF5,2016-301T20,17,0,23,0,
1856384005,6EA62C05,2016-301T21,19,0,13,0,
1856387605,6EA63A15,2016-301T22,19,0,12,0,
1856391205,6EA64825,2016-301T23,17,0,21,0,
1856394805,6EA65635,2016-302T00,16,0,11,0,
1856398405,6EA66445,2016-302T01,20,0,10,0,
1856402005,6EA67255,2016-302T02,24,0,7,0,
1856405605,6EA68065,2016-302T03,20,0,19,1,
1856409205,6EA68E75,2016-302T04,22,0,19,0,
1856412805,6EA69C85,2016-302T05,22,0,18,1,
1856416405,6EA6AA95,2016-302T06,23,0,13,0,
1856420005,6EA6B8A5,2016-302T07,21,0,16,0,
1856423605,6EA6C6B5,2016-302T08,27,0,13,0,
1856427205,6EA6D4C5,2016-302T09,19,0,19,0,
1856430805,6EA6E2D5,2016-302T10,16,0,9,0,
1856434405,6EA6F0E5,2016-302T11,19,1,15,0,
1856438005,6EA6FEF5,2016-302T12,21,0,20,0,
1856441605,6EA70D05,2016-302T13,21,0,12,0,
1856445205,6EA71B15,2016-302T14,21,0,12,0,
1856448805,6EA72925,2016-302T15,14,0,7,0,
1856452405,6EA73735,2016-302T16,21,1,11,0,
1856456005,6EA74545,2016-302T17,24,0,11,0,
1856459605,6EA75355,2016-302T18,22,0,14,0,
1856463205,6EA76165,2016-302T19,21,1,5,0,
1856466805,6EA76F75,2016-302T20,28,0,16,0,
1856470405,6EA77D85,2016-302T21,23,1,26,0,
1856474005,6EA78B95,2016-302T22,18,0,27,0,
1856477605,6EA799A5,2016-302T23,25,1,19,0,
1856481205,6EA7A7B5,2016-303T00,26,0,26,0,
1856484805,6EA7B5C5,2016-303T01,22,0,22,0,
1856488405,6EA7C3D5,2016-303T02,25,0,23,0,
1856492005,6EA7D1E5,2016-303T03,22,0,20,0,
1856495605,6EA7DFF5,2016-303T04,22,0,21,0,
1856499205,6EA7EE05,2016-303T05,23,0,22,0,
1856502805,6EA7FC15,2016-303T06,18,0,24,3,
1856506405,6EA80A25,2016-303T07,25,0,20,0,
1856510005,6EA81835,2016-303T08,24,1,27,0,
1856513605,6EA82645,2016-303T09,22,0,21,0,
1856517205,6EA83455,2016-303T10,26,0,23,1,
1856520805,6EA84265,2016-303T11,25,0,24,0,
1856524405,6EA85075,2016-303T12,21,0,18,1,
1856528005,6EA85E85,2016-303T13,22,0,21,0,
1856531605,6EA86C95,2016-303T14,19,0,16,0,
1856535205,6EA87AA5,2016-303T15,14,0,32,0,
1856538805,6EA888B5,2016-303T16,23,0,18,0,
1856542405,6EA896C5,2016-303T17,21,0,26,0,
1856546005,6EA8A4D5,2016-303T18,29,0,24,0,
1856549605,6EA8B2E5,2016-303T19,24,0,16,0,
1856553205,6EA8C0F5,2016-303T20,18,0,20,0,
1856556805,6EA8CF05,2016-303T21,20,0,16,0,
1856560405,6EA8DD15,2016-303T22,16,1,26,0,
1856564005,6EA8EB25,2016-303T23,21,0,22,0,
1856567605,6EA8F935,2016-304T00,22,0,21,1,
1856571205,6EA90745,2016-304T01,20,0,15,0,
1856574805,6EA91555,2016-304T02,25,0,22,1,
1856578405,6EA92365,2016-304T03,19,1,20,0,
1856582005,6EA93175,2016-304T04,17,0,17,0,
1856585605,6EA93F85,2016-304T05,23,0,20,0,
1856589205,6EA94D95,2016-304T06,16,0,15,1,
1856592805,6EA95BA5,2016-304T07,22,1,15,0,
1856596405,6EA969B5,2016-304T08,17,0,20,0,
1856600005,6EA977C5,2016-304T09,13,0,21,1,
1856603605,6EA985D5,2016-304T10,23,0,14,0,
1856607205,6EA993E5,2016-304T11,18,0,19,0,
1856610805,6EA9A1F5,2016-304T12,16,0,24,0,
1856614405,6EA9B005,2016-304T13,17,0,16,0,
1856618005,6EA9BE15,2016-304T14,26,0,16,0,
1856621605,6EA9CC25,2016-304T15,20,1,18,0,
1856625205,6EA9DA35,2016-304T16,33,1,16,0,
1856628805,6EA9E845,2016-304T17,23,0,21,0,
1856632405,6EA9F655,2016-304T18,25,0,21,0,
1856636005,6EAA0465,2016-304T19,22,0,30,0,
1856639605,6EAA1275,2016-304T20,34,0,21,0,
1856643205,6EAA2085,2016-304T21,28,0,27,0,
1856646805,6EAA2E95,2016-304T22,23,0,12,0,
1856650405,6EAA3CA5,2016-304T23,25,0,29,0,
1856654005,6EAA4AB5,2016-305T00,35,0,15,0,
1856657605,6EAA58C5,2016-305T01,20,0,17,0,
1856661205,6EAA66D5,2016-305T02,27,0,19,0,
1856664805,6EAA74E5,2016-305T03,20,0,20,0,
1856668405,6EAA82F5,2016-305T04,34,0,24,0,
1856672005,6EAA9105,2016-305T05,23,0,8,0,
1856675605,6EAA9F15,2016-305T06,33,0,10,0,
1856679205,6EAAAD25,2016-305T07,29,0,17,1,
1856682805,6EAABB35,2016-305T08,27,0,13,0,
1856686405,6EAAC945,2016-305T09,25,0,16,0,
1856690005,6EAAD755,2016-305T10,28,1,11,1,
1856693605,6EAAE565,2016-305T11,27,0,10,0,
1856697205,6EAAF375,2016-305T12,23,0,12,0,
1856700805,6EAB0185,2016-305T13,26,0,8,0,
1856704405,6EAB0F95,2016-305T14,25,0,18,0,
1856708005,6EAB1DA5,2016-305T15,20,0,15,0,
1856711605,6EAB2BB5,2016-305T16,19,1,13,0,
1856715205,6EAB39C5,2016-305T17,43,10,8,0,PERIAPSIS
1856718805,6EAB47D5,2016-305T18,16,0,16,0,
1856722405,6EAB55E5,2016-305T19,26,0,14,0,
1856726005,6EAB63F5,2016-305T20,25,0,18,0,
1856729605,6EAB7205,2016-305T21,14,0,9,0,
1856733205,6EAB8015,2016-305T22,29,0,14,0,
1856736805,6EAB8E25,2016-305T23,26,0,27,0,
1856740405,6EAB9C35,2016-306T00,19,0,11,0,
1856744005,6EABAA45,2016-306T01,0,0,6,0,
1856747605,6EABB855,2016-306T02,16,0,16,0,
1856751205,6EABC665,2016-306T03,20,0,16,0,
1856754805,6EABD475,2016-306T04,21,0,17,0,
1856758405,6EABE285,2016-306T05,26,0,7,0,
1856762005,6EABF095,2016-306T06,18,0,19,0,
1856765605,6EABFEA5,2016-306T07,18,1,18,0,
1856769205,6EAC0CB5,2016-306T08,19,0,9,0,
1856772805,6EAC1AC5,2016-306T09,17,1,17,1,
1856776405,6EAC28D5,2016-306T10,21,0,18,0,
1856780005,6EAC36E5,2016-306T11,25,0,9,0,
1856783605,6EAC44F5,2016-306T12,20,0,20,0,
1856787205,6EAC5305,2016-306T13,20,0,22,0,
1856790805,6EAC6115,2016-306T14,27,0,23,0,
1856794405,6EAC6F25,2016-306T15,22,0,25,0,
1856798005,6EAC7D35,2016-306T16,30,0,26,1,
1856801605,6EAC8B45,2016-306T17,25,0,18,0,
1856805205,6EAC9955,2016-306T18,25,0,28,0,
1856808805,6EACA765,2016-306T19,17,0,20,0,
1856812405,6EACB575,2016-306T20,21,0,26,0,
1856816005,6EACC385,2016-306T21,13,1,23,0,
1856819605,6EACD195,2016-306T22,19,0,16,1,
1856823205,6EACDFA5,2016-306T23,29,0,13,0,
1856826805,6EACEDB5,2016-307T00,28,0,15,0,
1856830405,6EACFBC5,2016-307T01,23,0,15,0,
1856834005,6EAD09D5,2016-307T02,24,0,24,0,
1856837605,6EAD17E5,2016-307T03,15,0,21,0,
1856841205,6EAD25F5,2016-307T04,18,0,17,0,
1856844805,6EAD3405,2016-307T05,21,0,24,0,
1856848405,6EAD4215,2016-307T06,22,0,17,0,
1856852005,6EAD5025,2016-307T07,20,0,21,0,
1856855605,6EAD5E35,2016-307T08,22,0,23,0,
1856859205,6EAD6C45,2016-307T09,26,0,20,0,
1856862805,6EAD7A55,2016-307T10,19,0,21,0,
1856866405,6EAD8865,2016-307T11,28,1,19,0,
1856870005,6EAD9675,2016-307T12,21,1,23,0,
1856873605,6EADA485,2016-307T13,23,0,28,0,
1856877205,6EADB295,2016-307T14,25,0,25,0,
1856880805,6EADC0A5,2016-307T15,21,0,23,0,
1856884405,6EADCEB5,2016-307T16,16,1,18,1,
1856888005,6EADDCC5,2016-307T17,22,0,15,0,
1856891605,6EADEAD5,2016-307T18,24,0,15,0,
1856895205,6EADF8E5,2016-307T19,22,0,24,0,
1856898805,6EAE06F5,2016-307T20,26,0,22,0,
1856902405,6EAE1505,2016-307T21,20,0,20,1,
1856906005,6EAE2315,2016-307T22,18,0,18,0,
1856909605,6EAE3125,2016-307T23,21,0,17,0,
1856913205,6EAE3F35,2016-308T00,25,0,17,0,
1856916805,6EAE4D45,2016-308T01,22,0,18,0,
1856920405,6EAE5B55,2016-308T02,18,0,23,0,
1856924005,6EAE6965,2016-308T03,23,0,19,0,
1856927605,6EAE7775,2016-308T04,14,0,24,0,
1856931205,6EAE8585,2016-308T05,24,0,19,0,
1856934805,6EAE9395,2016-308T06,19,0,23,0,
1856938405,6EAEA1A5,2016-308T07,29,0,30,0,
1856942005,6EAEAFB5,2016-308T08,19,0,25,0,
1856945605,6EAEBDC5,2016-308T09,19,0,22,2,
1856949205,6EAECBD5,2016-308T10,23,0,30,0,
1856952805,6EAED9E5,2016-308T11,20,0,11,0,
1856956405,6EAEE7F5,2016-308T12,21,1,21,0,
1856960005,6EAEF605,2016-308T13,19,0,24,0,
1856963605,6EAF0415,2016-308T14,16,0,16,0,
1856967205,6EAF1225,2016-308T15,20,1,15,0,
1856970805,6EAF2035,2016-308T16,15,0,7,0,
1856974405,6EAF2E45,2016-308T17,19,0,12,0,
1856978005,6EAF3C55,2016-308T18,26,0,24,0,
1856981605,6EAF4A65,2016-308T19,24,1,13,1,
1856985205,6EAF5875,2016-308T20,21,0,19,0,
1856988805,6EAF6685,2016-308T21,17,0,18,0,
1856992405,6EAF7495,2016-308T22,26,0,10,0,
1856996005,6EAF82A5,2016-308T23,20,0,13,0,
1856999605,6EAF90B5,2016-309T00,13,0,14,0,
1857003205,6EAF9EC5,2016-309T01,27,0,9,0,
1857006805,6EAFACD5,2016-309T02,26,0,16,0,
1857010405,6EAFBAE5,2016-309T03,18,0,10,0,
1857014005,6EAFC8F5,2016-309T04,24,1,19,0,
1857017605,6EAFD705,2016-309T05,26,0,18,0,
1857021205,6EAFE515,2016-309T06,21,0,13,0,
1857024805,6EAFF325,2016-309T07,17,0,9,0,
1857028405,6EB00135,2016-309T08,22,0,10,0,
1857032005,6EB00F45,2016-309T09,26,1,20,0,
1857035605,6EB01D55,2016-309T10,25,0,19,1,
1857039205,6EB02B65,2016-309T11,19,0,16,0,
1857042805,6EB03975,2016-309T12,32,0,18,1,
1857046405,6EB04785,2016-309T13,27,0,12,0,
1857050005,6EB05595,2016-309T14,19,0,6,0,
1857053605,6EB063A5,2016-309T15,20,0,12,0,
1857057205,6EB071B5,2016-309T16,16,0,34,0,
1857060805,6EB07FC5,2016-309T17,19,0,7,0,
1857064405,6EB08DD5,2016-309T18,22,0,14,0,
1857068005,6EB09BE5,2016-309T19,29,1,16,0,
1857071605,6EB0A9F5,2016-309T20,19,0,14,0,
1857075205,6EB0B805,2016-309T21,16,0,18,0,
1857078805,6EB0C615,2016-309T22,15,0,18,1,
1857082405,6EB0D425,2016-309T23,20,0,16,1,
1857086005,6EB0E235,2016-310T00,18,1,11,0,
1857089605,6EB0F045,2016-310T01,27,0,16,0,
1857093205,6EB0FE55,2016-310T02,24,0,12,0,
1857096805,6EB10C65,2016-310T03,24,0,19,0,
1857100405,6EB11A75,2016-310T04,16,0,11,0,
1857104005,6EB12885,2016-310T05,19,0,8,1,
