Decimal,Hex Time,SCET,SSR-A-SBE,SSR-A-DBE,SSR-B-SBE,SSR-B-DBE,
1627017199,60FA4FEF,2009-205T04,36,0,16,0,
1627020799,60FA5DFF,2009-205T05,37,0,18,0,
1627024399,60FA6C0F,2009-205T06,34,0,10,0,
1627027999,60FA7A1F,2009-205T07,39,0,22,1,
1627031599,60FA882F,2009-205T08,33,0,19,0,
1627035199,60FA963F,2009-205T09,32,0,22,0,
1627038799,60FAA44F,2009-205T10,32,0,17,2,
1627042399,60FAB25F,2009-205T11,35,0,21,0,
1627045999,60FAC06F,2009-205T12,33,0,18,0,
1627049599,60FACE7F,2009-205T13,39,0,15,0,
1627053199,60FADC8F,2009-205T14,36,1,26,0,
1627056799,60FAEA9F,2009-205T15,39,0,20,0,
1627060399,60FAF8AF,2009-205T16,40,0,18,1,
1627063999,60FB06BF,2009-205T17,29,0,10,0,
1627067599,60FB14CF,2009-205T18,42,0,11,0,
1627071199,60FB22DF,2009-205T19,38,0,11,0,
1627074799,60FB30EF,2009-205T20,34,2,8,0,
1627078399,60FB3EFF,2009-205T21,35,0,15,0,
1627081999,60FB4D0F,2009-205T22,36,1,20,0,
1627085599,60FB5B1F,2009-205T23,47,3,16,0,
1627089199,60FB692F,2009-206T00,38,0,17,2,
1627092799,60FB773F,2009-206T01,32,0,14,0,
1627096399,60FB854F,2009-206T02,36,0,16,0,
1627099999,60FB935F,2009-206T03,37,0,15,0,
1627103599,60FBA16F,2009-206T04,38,1,8,0,
1627107199,60FBAF7F,2009-206T05,38,0,16,0,
1627110799,60FBBD8F,2009-206T06,43,1,15,0,
1627114399,60FBCB9F,2009-206T07,35,1,24,0,
1627117999,60FBD9AF,2009-206T08,39,0,17,0,
1627121599,60FBE7BF,2009-206T09,34,1,16,0,
1627125199,60FBF5CF,2009-206T10,34,1,23,0,
1627127808,60FC0000,2009-206T11,0,0,0,0,
1627128799,60FC03DF,2009-206T11,44,0,17,0,
1627132399,60FC11EF,2009-206T12,37,1,12,0,
1627135999,60FC1FFF,2009-206T13,34,0,17,0,
1627139599,60FC2E0F,2009-206T14,36,0,15,0,
1627143199,60FC3C1F,2009-206T15,32,2,14,0,
1627146799,60FC4A2F,2009-206T16,38,1,16,0,
1627150399,60FC583F,2009-206T17,36,1,11,0,
1627153999,60FC664F,2009-206T18,36,1,19,0,
1627157599,60FC745F,2009-206T19,39,1,15,0,
1627161199,60FC826F,2009-206T20,31,0,17,1,
1627164799,60FC907F,2009-206T21,52,0,27,0,
1627168399,60FC9E8F,2009-206T22,43,0,11,0,
1627171999,60FCAC9F,2009-206T23,33,0,17,0,
1627175599,60FCBAAF,2009-207T00,43,0,11,1,
1627179199,60FCC8BF,2009-207T01,30,0,17,1,
1627182799,60FCD6CF,2009-207T02,45,0,16,0,
1627186399,60FCE4DF,2009-207T03,33,0,13,0,
1627189999,60FCF2EF,2009-207T04,37,0,28,0,
1627193599,60FD00FF,2009-207T05,36,0,12,0,
1627197199,60FD0F0F,2009-207T06,39,0,23,0,
1627200799,60FD1D1F,2009-207T07,39,0,16,0,
1627204399,60FD2B2F,2009-207T08,36,0,11,0,
1627207999,60FD393F,2009-207T09,35,0,21,0,
1627211599,60FD474F,2009-207T10,43,0,18,0,
1627215199,60FD555F,2009-207T11,45,1,18,0,
1627218799,60FD636F,2009-207T12,32,0,15,1,
1627222399,60FD717F,2009-207T13,35,0,25,2,
1627225999,60FD7F8F,2009-207T14,37,0,12,0,
1627229599,60FD8D9F,2009-207T15,31,1,20,0,
1627233199,60FD9BAF,2009-207T16,40,0,22,0,
1627236799,60FDA9BF,2009-207T17,43,0,26,0,
1627240399,60FDB7CF,2009-207T18,49,0,23,0,
1627243999,60FDC5DF,2009-207T19,36,1,17,0,
1627247599,60FDD3EF,2009-207T20,40,0,11,0,
1627251199,60FDE1FF,2009-207T21,36,1,20,0,
1627254799,60FDF00F,2009-207T22,31,0,25,0,
1627258399,60FDFE1F,2009-207T23,27,0,12,0,
1627261999,60FE0C2F,2009-208T00,47,0,7,0,
1627265599,60FE1A3F,2009-208T01,37,0,16,0,
1627269199,60FE284F,2009-208T02,40,0,16,0,
1627272799,60FE365F,2009-208T03,41,0,27,0,
1627276399,60FE446F,2009-208T04,40,1,10,0,
1627279999,60FE527F,2009-208T05,39,0,26,0,
1627283599,60FE608F,2009-208T06,40,0,17,0,
1627287199,60FE6E9F,2009-208T07,35,0,8,0,
1627290799,60FE7CAF,2009-208T08,46,0,17,1,
1627294399,60FE8ABF,2009-208T09,33,0,18,0,
1627297999,60FE98CF,2009-208T10,41,0,23,0,
1627301599,60FEA6DF,2009-208T11,34,0,13,2,
1627305199,60FEB4EF,2009-208T12,39,0,13,0,
1627308799,60FEC2FF,2009-208T13,33,0,14,0,
1627312399,60FED10F,2009-208T14,29,0,8,0,
1627315999,60FEDF1F,2009-208T15,25,0,5,0,PERIAPSIS
1627319599,60FEED2F,2009-208T16,24,0,3,0,
1627323199,60FEFB3F,2009-208T17,23,0,6,0,
1627326799,60FF094F,2009-208T18,22,0,7,0,
1627330399,60FF175F,2009-208T19,20,0,3,0,
1627333999,60FF256F,2009-208T20,14,0,16,0,
1627337599,60FF337F,2009-208T21,23,1,11,0,
1627341199,60FF418F,2009-208T22,28,1,28,0,
1627344799,60FF4F9F,2009-208T23,24,0,24,0,
1627348399,60FF5DAF,2009-209T00,30,0,15,0,
1627351999,60FF6BBF,2009-209T01,23,0,17,0,
1627355599,60FF79CF,2009-209T02,35,0,21,0,
1627359199,60FF87DF,2009-209T03,28,0,22,0,
1627362799,60FF95EF,2009-209T04,39,0,17,0,
1627366399,60FFA3FF,2009-209T05,27,0,7,0,
1627369999,60FFB20F,2009-209T06,24,0,25,2,
1627373599,60FFC01F,2009-209T07,28,1,18,0,
1627377199,60FFCE2F,2009-209T08,29,0,13,0,
1627380799,60FFDC3F,2009-209T09,26,0,14,1,
1627384399,60FFEA4F,2009-209T10,38,5,19,0,
1627387999,60FFF85F,2009-209T11,30,0,17,0,
1627391599,6100066F,2009-209T12,27,0,16,0,
1627395199,6100147F,2009-209T13,26,0,31,2,
1627398799,6100228F,2009-209T14,32,0,18,0,
1627402399,6100309F,2009-209T15,24,0,11,0,
1627405999,61003EAF,2009-209T16,32,0,17,0,
1627409599,61004CBF,2009-209T17,32,2,14,0,
1627413199,61005ACF,2009-209T18,34,0,10,0,
1627416799,610068DF,2009-209T19,27,0,19,0,
1627420399,610076EF,2009-209T20,35,0,19,0,
1627423999,610084FF,2009-209T21,37,0,19,0,
1627427599,6100930F,2009-209T22,35,0,23,0,
1627431199,6100A11F,2009-209T23,31,1,13,0,
1627434799,6100AF2F,2009-210T00,40,0,9,0,
1627438399,6100BD3F,2009-210T01,24,0,15,0,
1627441999,6100CB4F,2009-210T02,34,1,13,0,
1627445599,6100D95F,2009-210T03,24,0,17,0,
1627449199,6100E76F,2009-210T04,26,0,16,0,
1627452799,6100F57F,2009-210T05,38,0,9,0,
1627456399,6101038F,2009-210T06,29,0,24,0,
1627459999,6101119F,2009-210T07,23,0,18,1,
1627463599,61011FAF,2009-210T08,28,0,19,0,
1627467199,61012DBF,2009-210T09,15,1,6,0,
1627470799,61013BCF,2009-210T10,36,0,24,0,
1627474399,610149DF,2009-210T11,33,0,19,0,
1627477999,610157EF,2009-210T12,23,0,15,0,
1627481599,610165FF,2009-210T13,30,0,16,0,
1627485199,6101740F,2009-210T14,33,0,10,1,
1627488799,6101821F,2009-210T15,30,0,10,0,
1627492399,6101902F,2009-210T16,29,2,23,0,
1627495999,61019E3F,2009-210T17,29,0,25,1,
1627499599,6101AC4F,2009-210T18,37,0,23,0,
1627503199,6101BA5F,2009-210T19,33,0,44,3,
1627506799,6101C86F,2009-210T20,31,0,15,0,
1627510399,6101D67F,2009-210T21,32,0,13,0,
1627513999,6101E48F,2009-210T22,24,0,16,0,
1627517599,6101F29F,2009-210T23,23,0,16,0,
1627521024,61020000,2009-211T00,0,0,0,0,
1627521199,610200AF,2009-211T00,30,0,22,0,
1627524799,61020EBF,2009-211T01,27,2,27,0,
1627528399,61021CCF,2009-211T02,33,0,20,0,
1627531999,61022ADF,2009-211T03,37,0,17,0,
1627535599,610238EF,2009-211T04,32,0,16,0,
1627539199,610246FF,2009-211T05,27,0,15,0,
1627542799,6102550F,2009-211T06,34,1,26,0,
1627546399,6102631F,2009-211T07,29,0,15,0,
1627549999,6102712F,2009-211T08,33,0,8,0,
1627553599,61027F3F,2009-211T09,34,0,28,0,
1627557199,61028D4F,2009-211T10,30,0,16,0,
1627560799,61029B5F,2009-211T11,33,0,13,0,
1627564399,6102A96F,2009-211T12,41,0,12,0,
1627567999,6102B77F,2009-211T13,40,0,26,2,
1627571599,6102C58F,2009-211T14,34,0,14,0,
1627575199,6102D39F,2009-211T15,35,0,22,1,
1627578799,6102E1AF,2009-211T16,29,0,16,0,
1627582399,6102EFBF,2009-211T17,22,0,17,0,
1627585999,6102FDCF,2009-211T18,25,0,16,0,
1627589599,61030BDF,2009-211T19,28,0,17,0,
1627593199,610319EF,2009-211T20,35,0,25,2,
1627596799,610327FF,2009-211T21,36,1,23,0,
1627600399,6103360F,2009-211T22,28,0,14,0,
1627603999,6103441F,2009-211T23,31,0,20,0,
1627607599,6103522F,2009-212T00,29,0,20,0,
1627611199,6103603F,2009-212T01,26,1,15,2,
1627614799,61036E4F,2009-212T02,28,0,21,0,
1627618399,61037C5F,2009-212T03,26,0,19,0,
1627621999,61038A6F,2009-212T04,27,0,7,0,
1627625599,6103987F,2009-212T05,29,0,14,0,
1627629199,6103A68F,2009-212T06,33,0,13,0,
1627632799,6103B49F,2009-212T07,29,0,18,0,
1627636399,6103C2AF,2009-212T08,28,0,18,0,
1627639999,6103D0BF,2009-212T09,26,0,16,0,
1627643599,6103DECF,2009-212T10,31,1,17,0,
1627647199,6103ECDF,2009-212T11,30,0,21,0,
1627650799,6103FAEF,2009-212T12,36,0,17,0,
1627652096,61040000,2009-212T12,0,2,0,0,
1627654399,610408FF,2009-212T13,27,0,16,0,
1627657999,6104170F,2009-212T14,32,0,12,0,
1627661599,6104251F,2009-212T15,32,0,18,0,
1627665199,6104332F,2009-212T16,26,0,21,2,
1627668799,6104413F,2009-212T17,21,0,15,0,
1627672399,61044F4F,2009-212T18,28,1,21,0,
1627675999,61045D5F,2009-212T19,24,0,12,0,
1627679599,61046B6F,2009-212T20,29,0,18,0,
1627683199,6104797F,2009-212T21,32,1,15,0,
1627686799,6104878F,2009-212T22,36,0,22,0,
1627690399,6104959F,2009-212T23,29,2,18,0,
1627693999,6104A3AF,2009-213T00,29,0,17,0,
1627697599,6104B1BF,2009-213T01,27,0,23,0,
1627701199,6104BFCF,2009-213T02,33,0,18,0,
1627704799,6104CDDF,2009-213T03,33,0,11,0,
1627708399,6104DBEF,2009-213T04,29,0,15,0,
1627711999,6104E9FF,2009-213T05,29,0,23,0,
1627715599,6104F80F,2009-213T06,30,0,16,0,
1627717632,61050000,2009-213T07,0,0,0,0,
1627719199,6105061F,2009-213T07,26,0,22,0,
1627722799,6105142F,2009-213T08,31,0,15,0,
1627726399,6105223F,2009-213T09,34,0,21,3,
1627729999,6105304F,2009-213T10,33,0,13,0,
1627733599,61053E5F,2009-213T11,28,0,13,0,
1627737199,61054C6F,2009-213T12,27,0,18,0,
1627740799,61055A7F,2009-213T13,38,0,17,0,
1627744399,6105688F,2009-213T14,27,0,14,0,
1627747999,6105769F,2009-213T15,29,0,24,1,
1627751599,610584AF,2009-213T16,27,0,18,0,
1627755199,610592BF,2009-213T17,28,0,18,0,
1627758799,6105A0CF,2009-213T18,40,0,9,0,
1627762399,6105AEDF,2009-213T19,25,0,18,0,
1627765999,6105BCEF,2009-213T20,31,0,9,0,
1627769599,6105CAFF,2009-213T21,32,1,13,0,
1627773199,6105D90F,2009-213T22,32,0,26,0,
1627776799,6105E71F,2009-213T23,35,0,16,0,
1627780399,6105F52F,2009-214T00,31,0,17,0,
1627783999,6106033F,2009-214T01,34,0,14,0,
1627787599,6106114F,2009-214T02,34,0,17,0,
1627791199,61061F5F,2009-214T03,37,0,11,0,
1627794799,61062D6F,2009-214T04,30,0,13,0,
1627798399,61063B7F,2009-214T05,36,5,16,1,
1627801999,6106498F,2009-214T06,34,0,27,0,
1627805599,6106579F,2009-214T07,39,0,22,0,
1627809199,610665AF,2009-214T08,30,0,14,0,
1627812799,610673BF,2009-214T09,24,0,11,1,
1627816399,610681CF,2009-214T10,35,0,9,0,
1627819999,61068FDF,2009-214T11,28,0,16,0,
1627823599,61069DEF,2009-214T12,33,0,25,0,
1627827199,6106ABFF,2009-214T13,32,1,11,0,
1627830799,6106BA0F,2009-214T14,28,0,14,0,
1627834399,6106C81F,2009-214T15,29,0,13,0,
1627837999,6106D62F,2009-214T16,28,0,17,0,
1627841599,6106E43F,2009-214T17,20,0,11,0,
1627845199,6106F24F,2009-214T18,33,0,33,1,
1627848704,61070000,2009-214T19,0,0,0,0,
1627848799,6107005F,2009-214T19,31,0,19,0,
1627852399,61070E6F,2009-214T20,28,0,21,0,
1627855999,61071C7F,2009-214T21,30,0,18,0,
1627859599,61072A8F,2009-214T22,24,0,15,1,
1627863199,6107389F,2009-214T23,28,0,31,1,
1627866799,610746AF,2009-215T00,36,1,17,1,
1627870399,610754BF,2009-215T01,27,0,24,0,
1627873999,610762CF,2009-215T02,36,0,11,0,
1627877599,610770DF,2009-215T03,36,0,14,0,
1627881199,61077EEF,2009-215T04,30,2,16,0,
1627884799,61078CFF,2009-215T05,26,0,15,1,
1627888399,61079B0F,2009-215T06,40,0,20,0,
1627891999,6107A91F,2009-215T07,38,0,20,0,
1627895599,6107B72F,2009-215T08,33,1,26,0,
1627899199,6107C53F,2009-215T09,43,2,14,0,
1627902799,6107D34F,2009-215T10,36,0,20,0,
1627906399,6107E15F,2009-215T11,25,0,17,0,
1627909999,6107EF6F,2009-215T12,27,0,22,0,
1627913599,6107FD7F,2009-215T13,24,0,27,2,
1627917199,61080B8F,2009-215T14,35,0,18,0,
1627920799,6108199F,2009-215T15,24,0,17,0,
1627924399,610827AF,2009-215T16,29,0,31,0,
1627927999,610835BF,2009-215T17,36,0,14,0,
1627931599,610843CF,2009-215T18,26,0,23,0,
1627935199,610851DF,2009-215T19,27,0,8,0,
1627938799,61085FEF,2009-215T20,37,0,16,1,
1627942399,61086DFF,2009-215T21,35,1,14,0,
1627945999,61087C0F,2009-215T22,28,0,20,0,
1627949599,61088A1F,2009-215T23,28,0,14,0,
1627953199,6108982F,2009-216T00,26,0,27,0,
1627956799,6108A63F,2009-216T01,30,0,21,0,
1627960399,6108B44F,2009-216T02,42,0,18,0,
1627963999,6108C25F,2009-216T03,25,1,22,0,
1627967599,6108D06F,2009-216T04,45,0,21,0,
1627971199,6108DE7F,2009-216T05,42,0,9,0,
1627974799,6108EC8F,2009-216T06,24,0,26,0,
1627978399,6108FA9F,2009-216T07,30,0,21,0,
1627981999,610908AF,2009-216T08,26,0,9,0,
1627985599,610916BF,2009-216T09,22,0,21,0,
1627989199,610924CF,2009-216T10,33,0,20,0,
1627992799,610932DF,2009-216T11,26,0,18,0,
1627996399,610940EF,2009-216T12,36,0,16,0,
1627999999,61094EFF,2009-216T13,27,0,16,0,
1628003599,61095D0F,2009-216T14,28,0,17,0,APOAPSIS
1628007199,61096B1F,2009-216T15,33,0,35,0,
1628010799,6109792F,2009-216T16,28,0,19,0,
1628014399,6109873F,2009-216T17,25,0,19,0,
1628017999,6109954F,2009-216T18,34,0,16,0,
1628021599,6109A35F,2009-216T19,24,0,17,0,
1628025199,6109B16F,2009-216T20,33,0,15,1,
1628028799,6109BF7F,2009-216T21,24,0,14,0,
1628032399,6109CD8F,2009-216T22,31,0,20,0,
1628035999,6109DB9F,2009-216T23,31,0,12,0,
1628039599,6109E9AF,2009-217T00,23,0,18,0,
1628043199,6109F7BF,2009-217T01,29,0,12,0,
1628045312,610A0000,2009-217T02,0,0,0,0,
1628046799,610A05CF,2009-217T02,26,0,19,1,
1628050399,610A13DF,2009-217T03,27,0,16,0,
1628053999,610A21EF,2009-217T04,28,2,15,0,
1628057599,610A2FFF,2009-217T05,25,0,16,0,
1628061199,610A3E0F,2009-217T06,31,0,15,0,
1628064799,610A4C1F,2009-217T07,31,0,14,0,
1628068399,610A5A2F,2009-217T08,27,0,11,0,
1628071999,610A683F,2009-217T09,29,0,12,0,
1628075599,610A764F,2009-217T10,28,0,18,0,
1628079199,610A845F,2009-217T11,34,0,19,0,
1628082799,610A926F,2009-217T12,33,1,11,0,
1628086399,610AA07F,2009-217T13,26,0,15,0,
1628089999,610AAE8F,2009-217T14,33,0,17,0,
1628093599,610ABC9F,2009-217T15,35,1,35,0,
1628097199,610ACAAF,2009-217T16,31,0,23,0,
1628100799,610AD8BF,2009-217T17,0,0,3,0,
1628104399,610AE6CF,2009-217T18,24,0,15,0,
1628107999,610AF4DF,2009-217T19,39,0,20,0,
1628111599,610B02EF,2009-217T20,32,0,13,0,
1628115199,610B10FF,2009-217T21,30,0,20,0,
1628118799,610B1F0F,2009-217T22,29,0,19,0,
1628122399,610B2D1F,2009-217T23,30,0,16,1,
1628125999,610B3B2F,2009-218T00,32,0,16,1,
1628129599,610B493F,2009-218T01,23,0,16,0,
1628133199,610B574F,2009-218T02,28,0,20,0,
1628136799,610B655F,2009-218T03,25,0,19,0,
1628140399,610B736F,2009-218T04,24,0,15,0,
1628143999,610B817F,2009-218T05,35,0,19,0,
1628147599,610B8F8F,2009-218T06,29,0,29,1,
1628151199,610B9D9F,2009-218T07,32,0,24,0,
1628154799,610BABAF,2009-218T08,35,1,20,0,
1628158399,610BB9BF,2009-218T09,33,0,19,0,
1628161999,610BC7CF,2009-218T10,32,0,29,1,
1628165599,610BD5DF,2009-218T11,38,0,25,0,
1628169199,610BE3EF,2009-218T12,43,1,25,0,
1628172799,610BF1FF,2009-218T13,30,0,26,0,
1628176399,610C000F,2009-218T14,27,0,20,0,
1628179999,610C0E1F,2009-218T15,26,0,24,0,
1628183599,610C1C2F,2009-218T16,23,0,20,1,
1628187199,610C2A3F,2009-218T17,29,0,35,1,
1628190799,610C384F,2009-218T18,24,0,36,0,
1628194399,610C465F,2009-218T19,34,0,24,0,
1628197999,610C546F,2009-218T20,31,1,16,0,
1628201599,610C627F,2009-218T21,27,0,26,0,
1628205199,610C708F,2009-218T22,33,0,28,0,
1628208799,610C7E9F,2009-218T23,33,0,41,1,
1628212399,610C8CAF,2009-219T00,37,0,24,0,
1628215999,610C9ABF,2009-219T01,25,0,23,0,
1628219599,610CA8CF,2009-219T02,23,0,31,0,
1628223199,610CB6DF,2009-219T03,35,0,20,0,
1628226799,610CC4EF,2009-219T04,29,0,22,0,
1628230399,610CD2FF,2009-219T05,27,0,27,0,
1628233999,610CE10F,2009-219T06,29,1,30,0,
1628237599,610CEF1F,2009-219T07,28,0,23,0,
1628241199,610CFD2F,2009-219T08,28,1,25,0,
1628244799,610D0B3F,2009-219T09,28,0,21,0,
1628248399,610D194F,2009-219T10,35,0,23,0,
1628251999,610D275F,2009-219T11,26,0,37,0,
1628255599,610D356F,2009-219T12,38,0,26,0,
1628259199,610D437F,2009-219T13,25,0,26,0,
1628262799,610D518F,2009-219T14,28,0,29,0,
1628266399,610D5F9F,2009-219T15,30,0,25,0,
1628269999,610D6DAF,2009-219T16,46,0,19,0,
1628273599,610D7BBF,2009-219T17,34,0,22,1,
1628277199,610D89CF,2009-219T18,33,0,25,0,
1628280799,610D97DF,2009-219T19,37,0,25,0,
1628284399,610DA5EF,2009-219T20,33,0,16,0,
1628287999,610DB3FF,2009-219T21,27,0,24,0,
1628291599,610DC20F,2009-219T22,34,0,30,0,
1628295199,610DD01F,2009-219T23,38,0,24,0,
1628298799,610DDE2F,2009-220T00,29,0,18,0,
1628302399,610DEC3F,2009-220T01,27,0,24,0,
1628305999,610DFA4F,2009-220T02,35,0,19,0,
1628307456,6.10E+02,2009-220T02,0,0,0,0,
1628309599,610E085F,2009-220T03,35,0,19,0,
1628313199,610E166F,2009-220T04,29,0,16,0,
1628316799,610E247F,2009-220T05,27,0,26,0,
1628320399,610E328F,2009-220T06,33,0,29,0,
1628323999,610E409F,2009-220T07,34,0,31,0,
1628327599,610E4EAF,2009-220T08,36,0,20,0,
1628331199,610E5CBF,2009-220T09,31,0,26,0,
1628334799,610E6ACF,2009-220T10,31,0,19,0,
1628338399,610E78DF,2009-220T11,35,0,30,0,
1628341999,610E86EF,2009-220T12,43,0,22,0,
1628345599,610E94FF,2009-220T13,35,0,27,0,
1628349199,610EA30F,2009-220T14,32,0,18,0,
1628352799,610EB11F,2009-220T15,25,0,17,0,
1628356399,610EBF2F,2009-220T16,35,0,29,1,
1628359999,610ECD3F,2009-220T17,28,1,27,0,
1628363599,610EDB4F,2009-220T18,32,0,16,0,
1628367199,610EE95F,2009-220T19,35,0,28,1,
1628370799,610EF76F,2009-220T20,25,0,25,0,
1628374399,610F057F,2009-220T21,27,0,24,0,
1628377999,610F138F,2009-220T22,33,0,26,0,
1628381599,610F219F,2009-220T23,23,0,26,0,
1628385199,610F2FAF,2009-221T00,33,0,26,0,
1628388799,610F3DBF,2009-221T01,24,0,32,0,
1628392399,610F4BCF,2009-221T02,39,0,28,0,
1628395999,610F59DF,2009-221T03,37,0,19,1,
1628399599,610F67EF,2009-221T04,28,0,15,0,
1628403199,610F75FF,2009-221T05,29,0,15,0,
1628406799,610F840F,2009-221T06,32,1,19,0,
1628410399,610F921F,2009-221T07,36,0,18,0,
1628413999,610FA02F,2009-221T08,29,0,16,0,
1628417599,610FAE3F,2009-221T09,30,1,11,0,
1628421199,610FBC4F,2009-221T10,40,0,19,0,
1628424799,610FCA5F,2009-221T11,33,0,18,0,
1628428399,610FD86F,2009-221T12,31,0,12,0,
1628431999,610FE67F,2009-221T13,25,0,15,1,
1628435599,610FF48F,2009-221T14,24,1,23,0,
1628439199,6110029F,2009-221T15,40,0,15,0,
1628442799,611010AF,2009-221T16,36,0,13,0,
1628446399,61101EBF,2009-221T17,20,0,14,0,
1628449999,61102CCF,2009-221T18,31,0,16,0,
1628453599,61103ADF,2009-221T19,30,1,29,1,
1628457199,611048EF,2009-221T20,28,0,20,0,
1628460799,611056FF,2009-221T21,28,0,13,0,
1628464399,6110650F,2009-221T22,36,0,18,0,
1628467999,6110731F,2009-221T23,28,0,15,0,
1628471599,6110812F,2009-222T00,27,0,15,0,
1628475199,61108F3F,2009-222T01,35,0,18,0,
1628478799,61109D4F,2009-222T02,28,0,23,0,
1628482399,6110AB5F,2009-222T03,31,0,13,0,
1628485999,6110B96F,2009-222T04,34,0,15,0,
1628489599,6110C77F,2009-222T05,29,1,17,0,
1628493199,6110D58F,2009-222T06,27,0,16,1,
1628496799,6110E39F,2009-222T07,36,0,16,0,
1628500399,6110F1AF,2009-222T08,34,0,12,0,
1628503999,6110FFBF,2009-222T09,30,1,17,0,
1628507599,61110DCF,2009-222T10,20,0,16,0,
1628511199,61111BDF,2009-222T11,30,0,9,0,
1628514799,611129EF,2009-222T12,39,2,17,0,
1628518399,611137FF,2009-222T13,22,0,15,0,
1628521999,6111460F,2009-222T14,29,0,26,0,
1628525599,6111541F,2009-222T15,15,0,18,0,
1628529199,6111622F,2009-222T16,18,0,17,0,
1628532799,6111703F,2009-222T17,20,0,26,1,
1628536399,61117E4F,2009-222T18,20,0,15,1,
1628539999,61118C5F,2009-222T19,21,0,19,0,
1628543599,61119A6F,2009-222T20,23,0,22,0,
1628547199,6111A87F,2009-222T21,18,0,23,0,
1628550799,6111B68F,2009-222T22,17,0,17,0,
1628554399,6111C49F,2009-222T23,30,0,23,0,
1628557999,6111D2AF,2009-223T00,35,0,6,0,
1628561599,6111E0BF,2009-223T01,22,1,11,1,
1628565199,6111EECF,2009-223T02,16,0,15,0,
1628568799,6111FCDF,2009-223T03,16,0,23,0,
1628572399,61120AEF,2009-223T04,22,0,8,0,
1628575999,611218FF,2009-223T05,31,0,17,0,
1628579599,6112270F,2009-223T06,34,1,20,0,
1628583199,6112351F,2009-223T07,22,1,10,0,
1628586799,6112432F,2009-223T08,27,0,13,1,
1628590399,6112513F,2009-223T09,29,0,22,0,
1628593999,61125F4F,2009-223T10,27,1,24,0,
1628597599,61126D5F,2009-223T11,24,0,14,0,
1628601199,61127B6F,2009-223T12,20,0,17,0,
1628604799,6112897F,2009-223T13,24,0,23,0,
1628608399,6112978F,2009-223T14,26,0,16,0,
1628611999,6112A59F,2009-223T15,24,0,24,0,
1628615599,6112B3AF,2009-223T16,23,0,15,1,
1628619199,6112C1BF,2009-223T17,23,0,17,0,
1628622799,6112CFCF,2009-223T18,40,1,18,0,
1628626399,6112DDDF,2009-223T19,18,0,11,0,
1628629999,6112EBEF,2009-223T20,23,0,13,1,
1628633599,6112F9FF,2009-223T21,23,0,22,0,
1628637199,6113080F,2009-223T22,23,0,13,0,
1628640799,6113161F,2009-223T23,15,0,12,0,
1628644399,6113242F,2009-224T00,21,0,24,1,
1628647999,6113323F,2009-224T01,21,0,12,0,
1628651599,6113404F,2009-224T02,15,0,15,0,
1628655199,61134E5F,2009-224T03,16,0,13,0,
1628658799,61135C6F,2009-224T04,20,0,13,0,
1628662399,61136A7F,2009-224T05,19,0,11,0,
1628665999,6113788F,2009-224T06,18,0,10,0,
1628669599,6113869F,2009-224T07,12,0,5,0,
1628673199,611394AF,2009-224T08,8,0,8,0,
1628676799,6113A2BF,2009-224T09,45,0,55,0,
1628680399,6113B0CF,2009-224T10,176,1,173,0,
1628683999,6113BEDF,2009-224T11,9,0,2,1,PERIAPSIS
1628687599,6113CCEF,2009-224T12,66,0,42,0,
1628691199,6113DAFF,2009-224T13,223,0,205,0,
1628694799,6113E90F,2009-224T14,9,0,10,0,
1628698399,6113F71F,2009-224T15,8,0,9,0,
1628701999,6114052F,2009-224T16,14,0,11,1,
1628705599,6114133F,2009-224T17,10,0,12,0,
1628709199,6114214F,2009-224T18,14,0,17,0,
1628712799,61142F5F,2009-224T19,26,0,20,0,
1628716399,61143D6F,2009-224T20,16,0,15,0,
1628719999,61144B7F,2009-224T21,5,0,3,0,
1628723599,6114598F,2009-224T22,19,0,17,0,
1628727199,6114679F,2009-224T23,14,0,17,0,
1628730799,611475AF,2009-225T00,12,0,15,0,
1628734399,611483BF,2009-225T01,27,0,18,0,
1628737999,611491CF,2009-225T02,15,0,10,0,
1628741599,61149FDF,2009-225T03,21,0,14,0,
1628745199,6114ADEF,2009-225T04,17,1,22,1,
1628748799,6114BBFF,2009-225T05,25,0,19,0,
1628752399,6114CA0F,2009-225T06,9,0,11,0,
1628755999,6114D81F,2009-225T07,19,0,10,0,
1628759599,6114E62F,2009-225T08,18,1,23,0,
1628763199,6114F43F,2009-225T09,18,0,19,1,
1628766208,61150000,2009-225T10,0,0,0,0,
1628766799,6115024F,2009-225T10,25,1,25,0,
1628770399,6115105F,2009-225T11,10,1,21,0,
1628773999,61151E6F,2009-225T12,11,0,15,0,
1628777599,61152C7F,2009-225T13,20,1,24,0,
1628781199,61153A8F,2009-225T14,29,0,19,0,
1628784799,6115489F,2009-225T15,18,1,19,0,
1628788399,611556AF,2009-225T16,14,0,19,0,
1628791999,611564BF,2009-225T17,23,0,16,0,
1628795599,611572CF,2009-225T18,17,0,12,0,
1628799199,611580DF,2009-225T19,8,0,19,0,
1628802799,61158EEF,2009-225T20,11,0,14,0,
1628806399,61159CFF,2009-225T21,15,0,18,0,
1628809999,6115AB0F,2009-225T22,7,0,14,0,
1628813599,6115B91F,2009-225T23,14,0,12,0,
1628817199,6115C72F,2009-226T00,15,0,21,1,
1628820799,6115D53F,2009-226T01,14,0,17,0,
1628824399,6115E34F,2009-226T02,28,0,23,0,
1628827999,6115F15F,2009-226T03,11,0,25,0,
