Decimal,Hex Time,SCET,SSR-A-SBE,SSR-A-DBE,SSR-B-SBE,SSR-B-DBE,
1646010799,621C21AF,2010-059T00,18,0,21,0,
1646014399,621C2FBF,2010-059T01,13,0,21,0,
1646017999,621C3DCF,2010-059T02,25,0,19,0,
1646021599,621C4BDF,2010-059T03,22,0,16,0,
1646025199,621C59EF,2010-059T04,8,0,16,0,
1646028799,621C67FF,2010-059T05,20,0,23,1,
1646032399,621C760F,2010-059T06,14,0,16,0,
1646035999,621C841F,2010-059T07,25,0,18,0,
1646039599,621C922F,2010-059T08,12,0,14,0,
1646043199,621CA03F,2010-059T09,14,1,13,0,
1646046799,621CAE4F,2010-059T10,15,0,15,0,
1646050399,621CBC5F,2010-059T11,8,1,23,0,
1646053999,621CCA6F,2010-059T12,21,1,22,0,
1646057599,621CD87F,2010-059T13,15,1,18,0,
1646061199,621CE68F,2010-059T14,16,0,20,0,
1646064799,621CF49F,2010-059T15,14,0,18,0,
1646068399,621D02AF,2010-059T16,17,0,15,3,
1646071999,621D10BF,2010-059T17,19,0,15,0,
1646075599,621D1ECF,2010-059T18,30,0,11,0,
1646079199,621D2CDF,2010-059T19,15,0,15,0,
1646082799,621D3AEF,2010-059T20,22,0,17,1,
1646086399,621D48FF,2010-059T21,14,0,27,0,
1646089999,621D570F,2010-059T22,25,1,21,1,
1646093599,621D651F,2010-059T23,9,1,16,0,
1646097199,621D732F,2010-060T00,26,0,17,0,
1646100799,621D813F,2010-060T01,15,0,19,0,
1646104399,621D8F4F,2010-060T02,24,0,16,0,
1646107999,621D9D5F,2010-060T03,13,1,14,0,
1646111599,621DAB6F,2010-060T04,24,0,14,0,
1646115199,621DB97F,2010-060T05,20,0,22,1,
1646118799,621DC78F,2010-060T06,28,1,30,4,
1646122399,621DD59F,2010-060T07,20,0,8,0,
1646125999,621DE3AF,2010-060T08,15,0,19,0,
1646129599,621DF1BF,2010-060T09,13,0,31,0,
1646133199,621DFFCF,2010-060T10,20,0,12,0,
1646136799,621E0DDF,2010-060T11,13,0,16,0,
1646140399,621E1BEF,2010-060T12,23,0,21,1,
1646143999,621E29FF,2010-060T13,16,0,10,0,
1646147599,621E380F,2010-060T14,14,0,22,1,
1646151199,621E461F,2010-060T15,10,0,14,0,
1646154799,621E542F,2010-060T16,20,0,17,0,
1646158399,621E623F,2010-060T17,29,0,13,0,
1646161999,621E704F,2010-060T18,12,0,13,0,
1646165599,621E7E5F,2010-060T19,25,1,13,0,
1646169199,621E8C6F,2010-060T20,14,0,22,0,
1646172799,621E9A7F,2010-060T21,24,0,22,0,
1646176399,621EA88F,2010-060T22,16,0,19,0,
1646179999,621EB69F,2010-060T23,19,0,14,0,
1646183599,621EC4AF,2010-061T00,17,0,13,1,
1646187199,621ED2BF,2010-061T01,15,0,21,1,
1646190799,621EE0CF,2010-061T02,18,0,10,0,
1646194399,621EEEDF,2010-061T03,25,0,12,0,
1646197999,621EFCEF,2010-061T04,11,1,14,0,
1646201599,621F0AFF,2010-061T05,13,0,18,0,
1646205199,621F190F,2010-061T06,1,0,0,0,
1646208799,621F271F,2010-061T07,13,1,16,0,
1646212399,621F352F,2010-061T08,14,0,19,0,
1646215999,621F433F,2010-061T09,15,0,9,1,
1646219599,621F514F,2010-061T10,19,0,26,0,
1646223199,621F5F5F,2010-061T11,15,0,13,0,
1646226799,621F6D6F,2010-061T12,19,0,27,2,
1646230399,621F7B7F,2010-061T13,14,0,19,0,
1646233999,621F898F,2010-061T14,16,1,12,0,
1646237599,621F979F,2010-061T15,23,0,14,1,
1646241199,621FA5AF,2010-061T16,78,13,21,0,
1646244799,621FB3BF,2010-061T17,18,0,10,0,
1646248399,621FC1CF,2010-061T18,17,0,20,0,
1646251999,621FCFDF,2010-061T19,9,1,36,1,
1646255599,621FDDEF,2010-061T20,17,0,15,0,
1646259199,621FEBFF,2010-061T21,8,0,17,0,
1646262799,621FFA0F,2010-061T22,10,0,14,0,
1646266399,6220081F,2010-061T23,13,0,9,1,
1646269999,6220162F,2010-062T00,11,0,4,0,
1646273599,6220243F,2010-062T01,23,0,9,0,
1646277199,6220324F,2010-062T02,32,0,32,0,
1646280799,6220405F,2010-062T03,68,0,78,1,
1646284399,62204E6F,2010-062T04,64,0,49,0,
1646287999,62205C7F,2010-062T05,625,0,637,0,PERIAPSIS
1646291599,62206A8F,2010-062T06,276,2,259,0,
1646295199,6220789F,2010-062T07,38,0,29,0,
1646298799,622086AF,2010-062T08,66,0,76,0,
1646302399,622094BF,2010-062T09,17,0,6,0,
1646305999,6220A2CF,2010-062T10,17,0,11,0,
1646309599,6220B0DF,2010-062T11,23,0,11,1,
1646313199,6220BEEF,2010-062T12,21,0,16,0,
1646316799,6220CCFF,2010-062T13,25,0,15,0,
1646320399,6220DB0F,2010-062T14,31,1,18,0,
1646323999,6220E91F,2010-062T15,27,0,15,0,
1646327599,6220F72F,2010-062T16,33,0,19,0,
1646331199,6221053F,2010-062T17,27,0,25,0,
1646334799,6221134F,2010-062T18,25,0,14,0,
1646338399,6221215F,2010-062T19,29,0,19,0,
1646341999,62212F6F,2010-062T20,25,0,19,2,
1646345599,62213D7F,2010-062T21,29,0,23,1,
1646349199,62214B8F,2010-062T22,34,1,15,0,
1646352799,6221599F,2010-062T23,35,0,28,0,
1646356399,622167AF,2010-063T00,27,0,16,0,
1646359999,622175BF,2010-063T01,37,0,19,0,
1646363599,622183CF,2010-063T02,37,0,20,0,
1646367199,622191DF,2010-063T03,33,0,10,0,
1646370799,62219FEF,2010-063T04,37,3,16,0,
1646374399,6221ADFF,2010-063T05,26,0,26,0,
1646377999,6221BC0F,2010-063T06,28,0,17,0,
1646381599,6221CA1F,2010-063T07,35,1,14,0,
1646385199,6221D82F,2010-063T08,29,0,18,0,
1646388799,6221E63F,2010-063T09,42,1,12,0,
1646392399,6221F44F,2010-063T10,30,0,16,0,
1646395999,6222025F,2010-063T11,31,0,24,0,
1646399599,6222106F,2010-063T12,30,2,18,0,
1646403199,62221E7F,2010-063T13,33,0,25,0,
1646406799,62222C8F,2010-063T14,38,0,25,0,
1646410399,62223A9F,2010-063T15,27,0,17,0,
1646413999,622248AF,2010-063T16,27,0,12,0,
1646417599,622256BF,2010-063T17,26,0,13,0,
1646421199,622264CF,2010-063T18,24,0,14,0,
1646424799,622272DF,2010-063T19,34,0,18,0,
1646428399,622280EF,2010-063T20,26,0,30,1,
1646431999,62228EFF,2010-063T21,29,0,34,0,
1646435599,62229D0F,2010-063T22,41,0,26,0,
1646439199,6222AB1F,2010-063T23,32,1,24,0,
1646442799,6222B92F,2010-064T00,35,0,20,0,
1646446399,6222C73F,2010-064T01,31,0,22,0,
1646449999,6222D54F,2010-064T02,41,0,21,0,
1646453599,6222E35F,2010-064T03,31,0,29,0,
1646457199,6222F16F,2010-064T04,35,1,23,0,
1646460799,6222FF7F,2010-064T05,29,0,23,0,
1646464399,62230D8F,2010-064T06,37,1,25,0,
1646467999,62231B9F,2010-064T07,29,0,31,0,
1646471599,622329AF,2010-064T08,29,0,35,0,
1646475199,622337BF,2010-064T09,27,0,18,0,
1646478799,622345CF,2010-064T10,35,0,19,0,
1646482399,622353DF,2010-064T11,27,0,24,0,
1646485999,622361EF,2010-064T12,37,0,25,0,
1646489599,62236FFF,2010-064T13,28,0,19,0,
1646493199,62237E0F,2010-064T14,35,1,22,0,
1646496799,62238C1F,2010-064T15,26,0,24,0,
1646500399,62239A2F,2010-064T16,33,0,16,0,
1646503999,6223A83F,2010-064T17,29,0,28,0,
1646507599,6223B64F,2010-064T18,33,0,25,0,
1646511199,6223C45F,2010-064T19,27,0,31,0,
1646514799,6223D26F,2010-064T20,29,0,23,0,
1646518399,6223E07F,2010-064T21,32,0,26,0,
1646521999,6223EE8F,2010-064T22,33,0,39,0,
1646525599,6223FC9F,2010-064T23,30,0,26,0,
1646529199,62240AAF,2010-065T00,25,1,20,0,
1646532799,622418BF,2010-065T01,18,0,26,0,
1646536399,622426CF,2010-065T02,16,0,33,0,
1646539999,622434DF,2010-065T03,14,0,22,0,
1646543599,622442EF,2010-065T04,15,0,24,1,
1646547199,622450FF,2010-065T05,31,0,27,0,
1646550799,62245F0F,2010-065T06,22,0,25,1,
1646554399,62246D1F,2010-065T07,19,1,21,1,
1646557999,62247B2F,2010-065T08,17,0,30,0,
1646561599,6224893F,2010-065T09,11,0,21,0,
1646565199,6224974F,2010-065T10,20,0,22,0,
1646568799,6224A55F,2010-065T11,16,0,30,0,
1646572399,6224B36F,2010-065T12,19,0,29,0,
1646575999,6224C17F,2010-065T13,10,0,28,0,
1646579599,6224CF8F,2010-065T14,8,0,22,0,
1646583199,6224DD9F,2010-065T15,17,0,24,0,
1646586799,6224EBAF,2010-065T16,14,1,21,0,
1646590399,6224F9BF,2010-065T17,19,0,22,0,
1646593999,622507CF,2010-065T18,12,0,22,1,
1646597599,622515DF,2010-065T19,9,0,27,1,
1646601199,622523EF,2010-065T20,22,0,25,0,
1646604799,622531FF,2010-065T21,14,0,17,0,
1646608399,6225400F,2010-065T22,15,0,25,0,
1646611999,62254E1F,2010-065T23,11,0,26,0,
1646615599,62255C2F,2010-066T00,17,0,16,0,
1646619199,62256A3F,2010-066T01,17,0,16,0,
1646622799,6225784F,2010-066T02,17,0,35,0,
1646626399,6225865F,2010-066T03,20,0,32,0,
1646629999,6225946F,2010-066T04,14,0,44,0,
1646633599,6225A27F,2010-066T05,22,0,18,0,
1646637199,6225B08F,2010-066T06,15,1,23,0,
1646640799,6225BE9F,2010-066T07,19,0,21,0,
1646644399,6225CCAF,2010-066T08,13,0,23,1,
1646647999,6225DABF,2010-066T09,12,0,21,0,
1646651599,6225E8CF,2010-066T10,22,2,24,0,
1646655199,6225F6DF,2010-066T11,26,0,29,0,
1646658799,622604EF,2010-066T12,19,1,19,0,
1646662399,622612FF,2010-066T13,16,0,27,0,
1646665999,6226210F,2010-066T14,17,0,21,0,
1646669599,62262F1F,2010-066T15,18,0,27,1,
1646673199,62263D2F,2010-066T16,13,0,26,0,
1646676799,62264B3F,2010-066T17,15,0,17,0,
1646680399,6226594F,2010-066T18,19,0,23,0,
1646683999,6226675F,2010-066T19,14,0,25,0,
1646687599,6226756F,2010-066T20,22,0,27,1,
1646691199,6226837F,2010-066T21,13,0,23,0,
1646694799,6226918F,2010-066T22,13,0,15,0,
1646698399,62269F9F,2010-066T23,20,0,19,0,
1646701999,6226ADAF,2010-067T00,24,0,30,1,
1646705599,6226BBBF,2010-067T01,19,0,25,0,
1646709199,6226C9CF,2010-067T02,19,0,26,0,
1646712799,6226D7DF,2010-067T03,15,0,19,0,
1646716399,6226E5EF,2010-067T04,14,0,20,0,
1646719999,6226F3FF,2010-067T05,21,0,16,0,
1646723599,6227020F,2010-067T06,20,0,25,0,
1646727199,6227101F,2010-067T07,19,0,17,0,
1646730799,62271E2F,2010-067T08,21,0,18,0,
1646734399,62272C3F,2010-067T09,16,0,16,0,
1646737999,62273A4F,2010-067T10,14,1,24,0,
1646741599,6227485F,2010-067T11,24,0,20,0,
1646745199,6227566F,2010-067T12,27,1,17,0,
1646748799,6227647F,2010-067T13,24,0,19,0,
1646752399,6227728F,2010-067T14,32,0,16,0,
1646755999,6227809F,2010-067T15,19,0,15,0,
1646759599,62278EAF,2010-067T16,19,1,20,1,
1646763199,62279CBF,2010-067T17,10,0,31,0,
1646766799,6227AACF,2010-067T18,19,0,13,0,
1646770399,6227B8DF,2010-067T19,15,0,13,1,
1646773999,6227C6EF,2010-067T20,13,0,18,0,
1646777599,6227D4FF,2010-067T21,11,0,25,0,
1646781199,6227E30F,2010-067T22,16,0,23,1,
1646784799,6227F11F,2010-067T23,24,2,15,0,
1646788399,6227FF2F,2010-068T00,22,0,16,0,
1646791999,62280D3F,2010-068T01,17,0,52,1,
1646795599,62281B4F,2010-068T02,10,0,15,0,
1646799199,6228295F,2010-068T03,19,1,14,0,
1646802799,6228376F,2010-068T04,14,0,10,0,
1646806399,6228457F,2010-068T05,11,2,20,0,
1646809999,6228538F,2010-068T06,18,0,22,0,
1646813599,6228619F,2010-068T07,15,0,21,0,
1646817199,62286FAF,2010-068T08,15,0,8,0,
1646820799,62287DBF,2010-068T09,19,0,25,0,
1646824399,62288BCF,2010-068T10,17,0,19,0,
1646827999,622899DF,2010-068T11,13,0,28,0,
1646831599,6228A7EF,2010-068T12,31,0,24,0,
1646835199,6228B5FF,2010-068T13,23,1,19,1,
1646838799,6228C40F,2010-068T14,22,0,16,0,
1646842399,6228D21F,2010-068T15,29,0,13,0,
1646845999,6228E02F,2010-068T16,24,0,22,0,
1646849599,6228EE3F,2010-068T17,29,0,13,0,
1646853199,6228FC4F,2010-068T18,26,1,21,0,
1646856799,62290A5F,2010-068T19,23,0,18,0,
1646860399,6229186F,2010-068T20,14,0,2,0,
1646863999,6229267F,2010-068T21,19,1,14,0,
1646867599,6229348F,2010-068T22,21,0,19,0,
1646871199,6229429F,2010-068T23,22,1,13,0,
1646874799,622950AF,2010-069T00,21,0,15,0,
1646878399,62295EBF,2010-069T01,22,2,14,0,
1646881999,62296CCF,2010-069T02,22,0,16,0,
1646885599,62297ADF,2010-069T03,17,0,12,0,
1646889199,622988EF,2010-069T04,21,0,23,0,
1646892799,622996FF,2010-069T05,22,0,15,0,
1646896399,6229A50F,2010-069T06,22,0,15,0,
1646899999,6229B31F,2010-069T07,24,0,16,0,
1646903599,6229C12F,2010-069T08,24,0,16,0,
1646907199,6229CF3F,2010-069T09,20,0,12,0,
1646910799,6229DD4F,2010-069T10,21,0,15,0,
1646914399,6229EB5F,2010-069T11,32,0,17,0,
1646917999,6229F96F,2010-069T12,22,0,18,0,
1646921599,622A077F,2010-069T13,33,0,16,0,
1646925199,622A158F,2010-069T14,29,0,15,0,
1646928799,622A239F,2010-069T15,31,0,16,0,
1646932399,622A31AF,2010-069T16,28,1,12,0,
1646935999,622A3FBF,2010-069T17,23,0,18,0,
1646939599,622A4DCF,2010-069T18,21,0,5,0,
1646943199,622A5BDF,2010-069T19,27,0,31,0,
1646946799,622A69EF,2010-069T20,21,0,10,0,
1646950399,622A77FF,2010-069T21,20,0,20,0,
1646953999,622A860F,2010-069T22,21,0,16,0,
1646957599,622A941F,2010-069T23,21,0,15,0,
1646961199,622AA22F,2010-070T00,29,1,12,0,
1646964799,622AB03F,2010-070T01,30,0,16,0,
1646968399,622ABE4F,2010-070T02,18,0,23,0,
1646971999,622ACC5F,2010-070T03,19,0,15,0,
1646975599,622ADA6F,2010-070T04,20,0,24,0,
1646979199,622AE87F,2010-070T05,24,0,20,1,
1646982799,622AF68F,2010-070T06,34,0,17,0,
1646986399,622B049F,2010-070T07,24,0,10,0,
1646989999,622B12AF,2010-070T08,22,0,10,2,
1646993599,622B20BF,2010-070T09,26,0,15,0,
1646997199,622B2ECF,2010-070T10,35,1,27,3,
1647000799,622B3CDF,2010-070T11,24,1,18,2,
1647004399,622B4AEF,2010-070T12,20,0,19,0,
1647007999,622B58FF,2010-070T13,27,0,19,0,
1647011599,622B670F,2010-070T14,25,0,12,0,
1647015199,622B751F,2010-070T15,29,0,14,0,
1647018799,622B832F,2010-070T16,15,0,15,0,
1647022399,622B913F,2010-070T17,22,0,21,1,
1647025999,622B9F4F,2010-070T18,23,1,15,0,
1647029599,622BAD5F,2010-070T19,24,0,21,1,
1647033199,622BBB6F,2010-070T20,21,0,20,1,
1647036799,622BC97F,2010-070T21,22,0,22,0,
1647040399,622BD78F,2010-070T22,28,0,26,1,
1647043999,622BE59F,2010-070T23,23,0,30,0,
1647047599,622BF3AF,2010-071T00,21,1,13,0,
1647051199,622C01BF,2010-071T01,30,0,10,1,APOAPSIS
1647054799,622C0FCF,2010-071T02,26,0,11,0,
1647058399,622C1DDF,2010-071T03,22,0,17,0,
1647061999,622C2BEF,2010-071T04,17,1,16,1,
1647065599,622C39FF,2010-071T05,36,0,17,0,
1647069199,622C480F,2010-071T06,22,0,17,0,
1647072799,622C561F,2010-071T07,34,0,20,0,
1647076399,622C642F,2010-071T08,22,0,24,0,
1647079999,622C723F,2010-071T09,23,0,22,0,
1647083599,622C804F,2010-071T10,16,0,18,1,
1647087199,622C8E5F,2010-071T11,25,0,23,0,
1647090799,622C9C6F,2010-071T12,16,1,21,1,
1647094399,622CAA7F,2010-071T13,22,0,13,0,
1647097999,622CB88F,2010-071T14,28,1,12,0,
1647101599,622CC69F,2010-071T15,34,1,18,0,
1647105199,622CD4AF,2010-071T16,29,0,9,0,
1647108799,622CE2BF,2010-071T17,50,1,22,0,
1647112399,622CF0CF,2010-071T18,37,1,13,0,
1647115999,622CFEDF,2010-071T19,34,0,17,1,
1647119599,622D0CEF,2010-071T20,39,1,24,0,
1647123199,622D1AFF,2010-071T21,37,0,24,2,
1647126799,622D290F,2010-071T22,38,0,17,0,
1647130399,622D371F,2010-071T23,32,0,22,0,
1647133999,622D452F,2010-072T00,42,0,14,0,
1647137599,622D533F,2010-072T01,36,0,21,0,
1647141199,622D614F,2010-072T02,44,0,24,0,
1647144799,622D6F5F,2010-072T03,37,0,15,0,
1647148399,622D7D6F,2010-072T04,41,0,25,0,
1647151999,622D8B7F,2010-072T05,37,1,25,0,
1647155599,622D998F,2010-072T06,39,1,19,0,
1647159199,622DA79F,2010-072T07,35,0,9,0,
1647162799,622DB5AF,2010-072T08,24,1,16,0,
1647166399,622DC3BF,2010-072T09,34,0,18,0,
1647169999,622DD1CF,2010-072T10,47,0,17,0,
1647173599,622DDFDF,2010-072T11,34,0,20,0,
1647177199,622DEDEF,2010-072T12,34,0,15,0,
1647180799,622DFBFF,2010-072T13,31,0,20,0,
1647184399,622E0A0F,2010-072T14,28,1,19,0,
1647187999,622E181F,2010-072T15,30,0,21,0,
1647191599,622E262F,2010-072T16,29,1,13,0,
1647195199,622E343F,2010-072T17,38,0,12,0,
1647198799,622E424F,2010-072T18,33,0,24,1,
1647202399,622E505F,2010-072T19,32,0,17,0,
1647205999,622E5E6F,2010-072T20,39,0,17,0,
1647209599,622E6C7F,2010-072T21,30,0,20,0,
1647213199,622E7A8F,2010-072T22,31,1,19,0,
1647216799,622E889F,2010-072T23,36,0,16,0,
1647220399,622E96AF,2010-073T00,27,0,26,1,
1647223999,622EA4BF,2010-073T01,27,1,21,0,
1647227599,622EB2CF,2010-073T02,32,1,31,0,
1647231199,622EC0DF,2010-073T03,35,0,25,0,
1647234799,622ECEEF,2010-073T04,29,0,31,0,
1647238399,622EDCFF,2010-073T05,31,1,15,0,
1647241999,622EEB0F,2010-073T06,21,0,35,1,
1647245599,622EF91F,2010-073T07,26,0,24,1,
1647249199,622F072F,2010-073T08,37,0,20,0,
1647252799,622F153F,2010-073T09,20,0,20,0,
1647256399,622F234F,2010-073T10,31,0,27,0,
1647259999,622F315F,2010-073T11,25,0,19,0,
1647263599,622F3F6F,2010-073T12,36,1,23,0,
1647267199,622F4D7F,2010-073T13,33,0,31,0,
1647270799,622F5B8F,2010-073T14,35,0,28,0,
1647274399,622F699F,2010-073T15,41,0,21,0,
1647277999,622F77AF,2010-073T16,30,0,17,0,
1647281599,622F85BF,2010-073T17,35,1,26,0,
1647285199,622F93CF,2010-073T18,25,0,20,1,
1647288799,622FA1DF,2010-073T19,36,0,27,1,
1647292399,622FAFEF,2010-073T20,32,0,33,1,
1647295999,622FBDFF,2010-073T21,33,1,26,0,
1647299599,622FCC0F,2010-073T22,22,0,21,0,
1647303199,622FDA1F,2010-073T23,38,0,18,0,
1647306799,622FE82F,2010-074T00,33,0,27,0,
1647310399,622FF63F,2010-074T01,30,0,21,0,
1647313999,6230044F,2010-074T02,21,0,25,0,
1647317599,6230125F,2010-074T03,28,0,19,0,
1647321199,6230206F,2010-074T04,34,0,18,0,
1647324799,62302E7F,2010-074T05,29,0,20,0,
1647328399,62303C8F,2010-074T06,33,1,21,0,
1647331999,62304A9F,2010-074T07,32,0,31,0,
1647335599,623058AF,2010-074T08,28,0,23,0,
1647339199,623066BF,2010-074T09,28,0,26,1,
1647342799,623074CF,2010-074T10,25,0,19,0,
1647346399,623082DF,2010-074T11,27,0,13,0,
1647349999,623090EF,2010-074T12,33,1,38,0,
1647353599,62309EFF,2010-074T13,32,0,20,0,
1647357199,6230AD0F,2010-074T14,28,0,23,1,
1647360799,6230BB1F,2010-074T15,23,1,31,0,
1647364399,6230C92F,2010-074T16,30,0,13,0,
1647367999,6230D73F,2010-074T17,40,1,23,0,
1647371599,6230E54F,2010-074T18,35,0,26,0,
1647375199,6230F35F,2010-074T19,31,1,17,0,
1647378799,6231016F,2010-074T20,32,0,29,0,
1647382399,62310F7F,2010-074T21,32,0,21,0,
1647385999,62311D8F,2010-074T22,31,0,24,0,
1647389599,62312B9F,2010-074T23,31,0,20,0,
1647393199,623139AF,2010-075T00,24,0,16,1,
1647396799,623147BF,2010-075T01,24,0,19,0,
1647400399,623155CF,2010-075T02,32,0,23,0,
1647403999,623163DF,2010-075T03,38,1,25,0,
1647407599,623171EF,2010-075T04,26,0,24,0,
1647411199,62317FFF,2010-075T05,20,0,29,0,
1647414799,62318E0F,2010-075T06,19,0,20,0,
1647418399,62319C1F,2010-075T07,23,1,16,0,
1647421999,6231AA2F,2010-075T08,23,1,20,0,
1647425599,6231B83F,2010-075T09,25,0,22,0,
1647429199,6231C64F,2010-075T10,19,0,24,0,
1647432799,6231D45F,2010-075T11,14,0,20,0,
1647436399,6231E26F,2010-075T12,16,0,34,0,
1647439999,6231F07F,2010-075T13,8,0,10,0,
1647443599,6231FE8F,2010-075T14,21,0,22,0,
1647447199,62320C9F,2010-075T15,0,0,1,0,
1647450799,62321AAF,2010-075T16,22,0,35,0,
1647454399,623228BF,2010-075T17,12,0,33,0,
1647457999,623236CF,2010-075T18,18,0,34,0,
1647461599,623244DF,2010-075T19,11,0,29,0,
1647465199,623252EF,2010-075T20,11,0,20,0,
1647468799,623260FF,2010-075T21,17,0,22,1,
1647472399,62326F0F,2010-075T22,9,0,24,1,
1647475999,62327D1F,2010-075T23,19,0,25,0,
1647479599,62328B2F,2010-076T00,22,1,28,1,
1647483199,6232993F,2010-076T01,20,0,32,1,
1647486799,6232A74F,2010-076T02,23,0,27,0,
1647490399,6232B55F,2010-076T03,11,0,20,0,
1647493999,6232C36F,2010-076T04,13,0,11,0,
1647497599,6232D17F,2010-076T05,14,1,19,1,
1647501199,6232DF8F,2010-076T06,12,1,17,1,
1647504799,6232ED9F,2010-076T07,14,0,22,0,
1647508399,6232FBAF,2010-076T08,13,0,16,0,
1647511999,623309BF,2010-076T09,22,0,15,0,
1647515599,623317CF,2010-076T10,19,0,31,0,
1647519199,623325DF,2010-076T11,12,0,10,0,
1647522799,623333EF,2010-076T12,15,0,12,0,
1647526399,623341FF,2010-076T13,14,1,18,0,
1647529999,6233500F,2010-076T14,17,0,19,0,
1647533599,62335E1F,2010-076T15,16,1,23,0,
1647537199,62336C2F,2010-076T16,13,1,26,0,
1647540799,62337A3F,2010-076T17,9,0,20,0,
1647544399,6233884F,2010-076T18,14,0,20,0,
1647547999,6233965F,2010-076T19,15,0,18,0,
1647551599,6233A46F,2010-076T20,24,1,18,1,
1647555199,6233B27F,2010-076T21,16,0,24,0,
1647558799,6233C08F,2010-076T22,16,0,18,0,
1647562399,6233CE9F,2010-076T23,15,0,18,1,
1647565999,6233DCAF,2010-077T00,14,1,19,0,
1647569599,6233EABF,2010-077T01,16,0,17,0,
1647573199,6233F8CF,2010-077T02,27,0,18,0,
1647576799,623406DF,2010-077T03,15,0,18,0,
1647580399,623414EF,2010-077T04,16,0,14,1,
1647583999,623422FF,2010-077T05,19,0,20,1,
1647587599,6234310F,2010-077T06,16,0,15,0,
1647591199,62343F1F,2010-077T07,13,0,13,0,
1647594799,62344D2F,2010-077T08,14,0,16,0,
1647598399,62345B3F,2010-077T09,20,0,14,0,
1647601999,6234694F,2010-077T10,9,0,12,0,
1647605599,6234775F,2010-077T11,15,0,18,0,
1647609199,6234856F,2010-077T12,13,0,16,1,
1647612799,6234937F,2010-077T13,16,0,14,0,
1647616399,6234A18F,2010-077T14,24,1,19,0,
1647619999,6234AF9F,2010-077T15,21,0,19,0,
1647623599,6234BDAF,2010-077T16,20,0,17,0,
1647627199,6234CBBF,2010-077T17,14,0,24,0,
1647630799,6234D9CF,2010-077T18,22,0,13,0,
1647634399,6234E7DF,2010-077T19,26,0,17,0,
1647637999,6234F5EF,2010-077T20,26,1,22,0,
1647641599,623503FF,2010-077T21,18,0,13,0,
1647645199,6235120F,2010-077T22,16,1,13,0,
1647648799,6235201F,2010-077T23,29,0,14,2,
1647652399,62352E2F,2010-078T00,19,0,9,0,
1647655999,62353C3F,2010-078T01,24,0,23,0,
1647659599,62354A4F,2010-078T02,25,0,17,0,
1647663199,6235585F,2010-078T03,23,1,27,0,
1647666799,6235666F,2010-078T04,24,0,16,2,
1647670399,6235747F,2010-078T05,21,0,12,0,
1647673999,6235828F,2010-078T06,21,1,19,0,
1647677599,6235909F,2010-078T07,37,0,17,0,
1647681199,62359EAF,2010-078T08,22,0,15,0,
1647684799,6235ACBF,2010-078T09,27,0,11,0,
1647688399,6235BACF,2010-078T10,21,0,14,0,
1647691999,6235C8DF,2010-078T11,17,0,20,0,
1647695599,6235D6EF,2010-078T12,23,0,16,4,
1647699199,6235E4FF,2010-078T13,28,0,12,0,
1647702799,6235F30F,2010-078T14,37,0,15,0,
1647706399,6236011F,2010-078T15,33,0,16,0,
1647709999,62360F2F,2010-078T16,15,0,30,0,
1647713599,62361D3F,2010-078T17,18,0,15,0,
1647717199,62362B4F,2010-078T18,28,0,10,0,
1647720799,6236395F,2010-078T19,21,0,19,0,
1647724399,6236476F,2010-078T20,20,0,16,1,
1647727999,6236557F,2010-078T21,26,0,13,0,
1647731599,6236638F,2010-078T22,32,1,17,0,
1647735199,6236719F,2010-078T23,16,0,18,0,
1647738799,62367FAF,2010-079T00,19,1,18,0,
1647742399,62368DBF,2010-079T01,23,0,19,0,
1647745999,62369BCF,2010-079T02,19,2,31,0,
1647749599,6236A9DF,2010-079T03,18,0,23,0,
1647753199,6236B7EF,2010-079T04,22,0,14,0,
1647756799,6236C5FF,2010-079T05,29,1,14,0,
1647760399,6236D40F,2010-079T06,19,0,12,0,
1647763999,6236E21F,2010-079T07,26,0,19,0,
1647767599,6236F02F,2010-079T08,25,0,19,0,
1647771199,6236FE3F,2010-079T09,31,0,12,1,
1647774799,62370C4F,2010-079T10,26,0,22,0,
1647778399,62371A5F,2010-079T11,20,0,13,0,
1647781999,6237286F,2010-079T12,23,0,10,0,
1647785599,6237367F,2010-079T13,20,0,7,0,
1647789199,6237448F,2010-079T14,15,0,17,0,
1647792799,6237529F,2010-079T15,17,0,7,0,
1647796399,623760AF,2010-079T16,11,0,6,0,
1647799999,62376EBF,2010-079T17,16,0,6,0,
1647803599,62377CCF,2010-079T18,212,0,241,0,
1647807199,62378ADF,2010-079T19,85,0,73,0,
1647810799,623798EF,2010-079T20,577,0,620,0,PERIAPSIS
1647814399,6237A6FF,2010-079T21,455,1,501,0,
1647817999,6237B50F,2010-079T22,164,0,152,0,
1647821599,6237C31F,2010-079T23,186,0,165,0,
1647825199,6237D12F,2010-080T00,10,0,7,0,
1647828799,6237DF3F,2010-080T01,12,0,6,0,
1647832399,6237ED4F,2010-080T02,11,0,9,0,
1647835999,6237FB5F,2010-080T03,24,0,10,0,
1647839599,6238096F,2010-080T04,21,0,7,0,
1647843199,6238177F,2010-080T05,30,0,17,2,
1647846799,6238258F,2010-080T06,28,0,14,0,
1647850399,6238339F,2010-080T07,43,1,14,0,
1647853999,623841AF,2010-080T08,34,0,17,0,
1647857599,62384FBF,2010-080T09,32,0,15,1,
1647861199,62385DCF,2010-080T10,35,0,15,0,
1647864799,62386BDF,2010-080T11,38,0,16,0,
