Decimal,Hex Time,SCET,SSR-A-SBE,SSR-A-DBE,SSR-B-SBE,SSR-B-DBE,,
1558480804,5CE487A4,2007-141T22,1180,19,25,0,,
1558567204,5CE5D924,2007-142T22,1064,11,25,0,,
1559175604,5CEF21B4,2007-149T23,1662,16,25,0,,
1559481604,5CF3CD04,2007-153T12,698,3,25,0,,
1559553604,5CF4E644,2007-154T08,765,16,25,6,,
1559884804,5CF9F404,2007-158T04,1398,18,25,0,,
1560036004,5CFC42A4,2007-159T22,1394,14,25,1,,
1560543604,5D040174,2007-165T19,3286,12,25,0,,
1560766804,5D076954,2007-168T09,1464,24,25,0,,
1560997204,5D0AED54,2007-171T01,1941,16,25,0,,
1561544404,5D1346D4,2007-177T09,1358,12,25,0,,
1561821604,5D1781A4,2007-180T14,822,13,25,0,,
1561983604,5D19FA74,2007-182T11,405,11,25,0,,
1562070004,5D1B4BF4,2007-183T11,1410,22,25,1,,
1562649604,5D242404,2007-190T04,967,27,25,0,,
1563063604,5D2A7534,2007-194T23,845,12,25,0,,
1563402004,5D2F9F14,2007-198T21,907,13,25,0,,
1564039204,5D395824,2007-206T06,1732,13,25,0,,
1564518004,5D40A674,2007-211T19,1086,0,25,1,,
1564798804,5D44EF54,2007-215T01,168,23,25,0,,
1564917604,5D46BF64,2007-216T10,720,24,25,1,,
1565133604,5D4A0B24,2007-218T22,41,23,25,4,,
1566516004,5D5F2324,2007-234T22,524,23,25,1,,
1567398004,5D6C9874,2007-245T03,884,16,25,0,,
1568038804,5D765F94,2007-252T13,604,20,25,1,,
1568211604,5D790294,2007-254T13,1684,27,25,0,,
1568812804,5D822F04,2007-261T12,901,17,25,0,,
1569914404,5D92FE24,2007-274T06,1103,19,25,0,,
1570108804,5D95F584,2007-276T12,424,10,25,0,,
1571731999,5DAEBA1F,2007-295T07,1349,9,25,1,,
1572815599,5DBF42EF,2007-307T20,25,0,25,0,,
1573092799,5DC37DBF,2007-311T01,27,0,25,0,,
1574057599,5DD2367F,2007-322T05,28,0,25,0,,
1574237599,5DD4F59F,2007-324T07,24,0,25,0,,
1574327599,5DD6552F,2007-325T08,29,1,25,1,,
1574709199,5DDC27CF,2007-329T18,21,0,25,0,,
1574741599,5DDCA65F,2007-330T03,17,0,25,0,,
1574986399,5DE0629F,2007-332T23,29,0,25,0,,
1575051199,5DE15FBF,2007-333T17,23,0,25,0,,
1575576799,5DE964DF,2007-339T19,33,0,25,0,,
1576548799,5DF839BF,2007-351T01,37,0,25,0,,
1576617199,5DF944EF,2007-351T20,38,0,25,1,,
1576822399,5DFC667F,2007-354T05,37,0,25,1,,
1576869199,5DFD1D4F,2007-354T18,34,0,25,0,,
1576912399,5DFDC60F,2007-355T06,23,0,25,0,,
1577135599,5E012DEF,2007-357T20,23,0,25,0,,
1578269599,5E127B9F,2008-005T23,24,0,25,0,,
1578467599,5E15810F,2008-008T06,41,0,25,0,,
1578503599,5E160DAF,2008-008T16,48,0,25,1,,
1578899599,5E1C188F,2008-013T06,34,1,25,0,,
1578985999,5E1D6A0F,2008-014T06,42,1,25,0,,
1579018399,5E1DE89F,2008-014T15,38,0,25,0,,
1579677199,5E27F60F,2008-022T06,37,0,25,0,,
1580645599,5E36BCDF,2008-033T11,30,0,25,0,,
1580839999,5E39B43F,2008-035T17,23,1,25,0,,
1581437599,5E42D29F,2008-042T15,23,0,25,0,,
1581462799,5E43350F,2008-042T22,28,0,25,0,,
1581487999,5E43977F,2008-043T05,22,0,25,3,,
1581495199,5E43B39F,2008-043T07,19,0,25,0,,
1581883999,5E49A25F,2008-047T19,21,0,25,2,,
1582186399,5E4E3F9F,2008-051T07,29,0,25,0,,
1464232804,57466B64,2004-147T02,483,5,24,2,,
1477977604,58182604,2004-306T04,26,1,24,0,,
1481480404,584D98D4,2004-346T17,18,0,24,0,,
1485357604,5888C224,2005-025T14,29,1,24,0,,
1488550804,58B97B94,2005-062T13,206,9,24,1,,
1492269604,58F23A24,2005-105T14,169,0,24,0,,
1493529604,59057404,2005-120T04,34,0,24,1,,
1496053204,592BF5D4,2005-149T09,14,0,24,0,,
1496359204,5930A124,2005-152T22,22,0,24,0,,
1496445604,5931F2A4,2005-153T22,20,0,24,3,,
1496913604,593916C4,2005-159T08,33,0,24,0,,
1498270804,594DCC54,2005-175T01,25,0,24,0,,
1498396804,594FB884,2005-176T12,31,0,24,0,,
1499890804,59668474,2005-193T19,14,1,24,6,,
1501482004,597ECC14,2005-212T05,21,0,24,0,,
1503098404,59977624,2005-230T22,21,0,24,0,,
1504102804,59A6C994,2005-242T13,108,1,24,0,,
1507206004,59D62374,2005-278T11,14,0,24,0,,
1511324404,5A14FAF4,2005-326T03,33,1,24,1,,
1513898404,5A3C41A4,2005-355T22,16,0,24,0,,
1514395204,5A43D644,2005-361T16,305,3,24,2,,
1517034004,5A6C1A14,2006-027T05,21,0,24,0,,
1519626004,5A93A714,2006-057T05,18,0,24,0,,
1521087604,5AA9F474,2006-074T03,47,0,24,0,,
1521289204,5AAD07F4,2006-076T11,28,1,24,3,,
1521933604,5AB6DD24,2006-083T22,159,2,24,0,,
1521991204,5AB7BE24,2006-084T14,268,10,24,0,,
1522588804,5AC0DC84,2006-091T12,13,0,24,1,,
1523578804,5ACFF7B4,2006-102T23,323,10,24,0,,
1524003604,5AD67314,2006-107T21,187,2,24,2,,
1524007204,5AD68124,2006-107T22,217,3,24,0,,
1524298804,5ADAF434,2006-111T07,101,3,24,0,,
1524324004,5ADB56A4,2006-111T14,101,2,24,0,,
1524666004,5AE08E94,2006-115T13,79,0,24,0,,
1524684004,5AE0D4E4,2006-115T18,37,4,24,0,,
1525018804,5AE5F0B4,2006-119T15,254,4,24,0,,
1525879204,5AF311A4,2006-129T14,58,2,24,1,,
1526210404,5AF81F64,2006-133T10,83,0,24,0,,
1526235604,5AF881D4,2006-133T17,30,0,24,0,,
1527031204,5B04A5A4,2006-142T22,137,1,24,0,,
1527430804,5B0ABE94,2006-147T13,53,0,24,0,,
1528514404,5B1B4764,2006-160T02,30,0,24,1,,
1529094004,5B241F74,2006-166T19,28,0,24,0,,
1529176804,5B2562E4,2006-167T18,26,0,24,0,,
1529583604,5B2B97F4,2006-172T11,27,0,24,0,,
1529634004,5B2C5CD4,2006-173T01,30,0,24,3,,
1529716804,5B2DA044,2006-174T00,18,0,24,0,,
1531315204,5B460404,2006-192T12,30,0,24,0,,
1531340404,5B466674,2006-192T19,37,0,24,0,,
1532661604,5B5A8F64,2006-208T02,18,0,24,0,,
1534324804,5B73F044,2006-227T08,1363,8,24,1,,
1534335604,5B741A74,2006-227T11,304,4,24,0,,
1535253604,5B821C64,2006-238T02,168,2,24,1,,
1535966404,5B8CFCC4,2006-246T08,49,0,24,0,,
1536405604,5B93B064,2006-251T10,802,17,24,0,,
1536726004,5B9893F4,2006-255T03,110,3,24,0,,
1536880804,5B9AF0A4,2006-256T22,111,0,24,1,,
1537413604,5BA311E4,2006-263T02,69,2,24,1,,
1538968804,5BBACCE4,2006-281T02,120,6,24,0,,
1539080404,5BBC80D4,2006-282T09,644,3,24,0,,
1539094804,5BBCB914,2006-282T13,317,1,24,0,,
1539404404,5BC17274,2006-286T03,277,10,24,0,,
1539624004,5BC4CC44,2006-288T16,242,0,24,0,,
1540290004,5BCEF5D4,2006-296T09,413,8,24,0,,
1541323204,5BDEB9C4,2006-308T08,233,2,24,0,,
1541575204,5BE29224,2006-311T06,106,2,24,0,,
1542284404,5BED6474,2006-319T11,944,20,24,0,,
1542831604,5BF5BDF4,2006-325T19,650,13,24,0,,
1543040404,5BF8ED94,2006-328T05,435,8,24,0,,
1543458004,5BFF4CD4,2006-333T01,138,1,24,0,,
1543609204,5C019B74,2006-334T19,25,0,24,0,,
1543897204,5C060074,2006-338T03,1602,15,24,0,,
1544091604,5C08F7D4,2006-340T09,594,15,24,1,,
1544617204,5C10FCF4,2006-346T11,1510,6,24,0,,
1547022004,5C35AEB4,2007-009T07,756,16,24,0,,
1547680804,5C3FBC24,2007-016T22,1250,12,24,0,,
1548105604,5C463784,2007-021T20,1111,11,24,1,,
1548400804,5C4AB8A4,2007-025T06,1326,16,24,2,,
1548512404,5C4C6C94,2007-026T13,1723,18,24,0,,
1549048804,5C549BE4,2007-032T18,1577,22,24,0,,
1549952404,5C626594,2007-043T05,1664,12,24,0,,
1551554404,5C7AD764,2007-061T18,2048,20,24,0,,
1551936004,5C80AA04,2007-066T04,940,10,24,0,,
1552382404,5C8779C4,2007-071T08,456,9,24,0,,
1553170804,5C938174,2007-080T11,2006,9,24,0,,
1553674804,5C9B3234,2007-086T07,1209,22,24,0,,
1554812404,5CAC8DF4,2007-099T11,670,28,24,0,,
1555291204,5CB3DC44,2007-105T00,520,15,24,0,,
1556180404,5CC16DB4,2007-115T07,1589,12,24,1,,
1556259604,5CC2A314,2007-116T05,1045,13,24,1,,
1556335204,5CC3CA64,2007-117T02,1687,20,24,0,,
1556626804,5CC83D74,2007-120T11,58,16,24,0,,
1557418804,5CD45334,2007-129T15,1252,9,24,0,,
1557782404,5CD9DF84,2007-133T20,2381,1,24,0,,
1557948004,5CDC6664,2007-135T18,350,10,24,1,,
1558200004,5CE03EC4,2007-138T16,322,10,24,1,,
1558995604,5CEC6294,2007-147T21,1056,11,24,0,,
1559373604,5CF22724,2007-152T06,1648,10,24,0,,
1559575204,5CF53AA4,2007-154T14,801,11,24,0,,
1559751604,5CF7EBB4,2007-156T15,1622,32,24,0,,
1559888404,5CFA0214,2007-158T05,1525,16,24,1,,
1560122404,5CFD9424,2007-160T22,922,22,24,0,,
1560162004,5CFE2ED4,2007-161T09,1716,12,24,1,,
1560237604,5CFF5624,2007-162T06,1978,20,24,0,,
1560478804,5D030454,2007-165T01,1292,16,24,0,,
1560741604,5D0706E4,2007-168T02,1861,15,24,0,,
1560878404,5D091D44,2007-169T16,1905,20,24,0,,
1561152004,5D0D4A04,2007-172T20,122,15,24,0,,
1561501204,5D129E14,2007-176T21,1341,4,24,0,,
1561648804,5D14DEA4,2007-178T14,2041,16,24,0,,
1561789204,5D170314,2007-180T05,130,15,24,2,,
1561792804,5D171124,2007-180T06,1001,20,24,1,,
1561882804,5D1870B4,2007-181T07,240,13,24,0,,
1561951204,5D197BE4,2007-182T02,1642,15,24,0,,
1562869204,5D277DD4,2007-192T17,989,11,24,1,,
1563553204,5D31EDB4,2007-200T15,774,16,24,0,,
1563978004,5D386914,2007-205T13,607,8,24,2,,
1564420804,5D3F2AC4,2007-210T16,27,12,24,0,,
1564640404,5D428494,2007-213T05,309,10,24,0,,
1565065204,5D48FFF4,2007-218T03,901,10,24,0,,
1565788804,5D540A84,2007-226T12,100,9,24,1,,
1565925604,5D5620E4,2007-228T02,298,24,24,0,,
1565972404,5D56D7B4,2007-228T15,1779,12,24,0,,
1566184804,5D5A1564,2007-231T02,793,22,24,0,,
1566469204,5D5E6C54,2007-234T09,1400,15,24,0,,
1566588004,5D603C64,2007-235T18,514,13,24,0,,
1566944404,5D65AC94,2007-239T21,1814,2,24,0,,
1566955204,5D65D6C4,2007-240T00,1184,9,24,1,,
1567286404,5D6AE484,2007-243T20,258,26,24,1,,
1567876804,5D73E6C4,2007-250T16,94,16,24,0,,
1568204404,5D78E674,2007-254T11,1874,29,24,0,,
1569511204,5D8CD724,2007-269T14,1182,16,24,0,,
1569565204,5D8DAA14,2007-270T05,959,1,24,0,,
1569615604,5D8E6EF4,2007-270T19,1048,8,24,2,,
1570155604,5D96AC54,2007-277T01,3699,11,24,0,,
1570162804,5D96C874,2007-277T03,1944,16,24,0,,
1571080399,5DA4C8CF,2007-287T18,1289,0,24,1,,
1571206399,5DA6B4FF,2007-289T05,1268,0,24,1,,
1571397199,5DA99E4F,2007-291T10,1836,20,24,0,,
1571505199,5DAB442F,2007-292T16,195,22,24,2,,
1572513199,5DBAA5AF,2007-304T08,1002,14,24,0,,
1572534799,5DBAFA0F,2007-304T14,2261,7,24,0,,
1572577999,5DBBA2CF,2007-305T02,33,0,24,0,,
1572621199,5DBC4B8F,2007-305T14,30,0,24,0,,
1573618399,5DCB82DF,2007-317T03,48,0,24,1,,
1574014399,5DD18DBF,2007-321T17,38,0,24,1,,
1574208799,5DD4851F,2007-323T23,23,1,24,1,,
1574226799,5DD4CB6F,2007-324T04,26,0,24,0,,
1574874799,5DDEAEAF,2007-331T16,27,0,24,0,,
1575940399,5DEEF12F,2007-344T00,29,0,24,1,,
1576501999,5DF782EF,2007-350T12,28,0,24,1,,
1576699999,5DFA885F,2007-352T19,40,0,24,1,,
1578921199,5E1C6CEF,2008-013T12,43,0,24,0,,
1579198399,5E20A7BF,2008-016T17,30,0,24,0,,
1579507999,5E25611F,2008-020T07,36,0,24,5,,
1579590799,5E26A48F,2008-021T06,34,0,24,0,,
1580523199,5E34DEBF,2008-032T01,32,2,24,3,,
1581329599,5E412CBF,2008-041T09,25,0,24,0,,
1581754399,5E47A81F,2008-046T07,21,0,24,0,,
1582081999,5E4CA7CF,2008-050T02,25,0,24,0,,
1582359199,5E50E29F,2008-053T07,31,0,24,0,,
1582366399,5E50FEBF,2008-053T09,21,0,24,0,,
1582607599,5E54ACEF,2008-056T04,14,0,24,0,,
1582755199,5E56ED7F,2008-057T21,22,0,24,0,,
1582866799,5E58A16F,2008-059T04,20,0,24,0,,
1466036404,5761F0B4,2004-167T23,20,0,23,0,,
1466749204,576CD114,2004-176T05,13,0,23,2,,
1470846004,57AB5434,2004-223T15,16,0,23,0,,
1471659604,57B7BE54,2004-233T01,15,0,23,0,,
1473783604,57D82734,2004-257T15,14,0,23,0,,
1474762804,57E71834,2004-268T23,10,0,23,1,,
1476620404,58037074,2004-290T11,22,0,23,0,,
1476624004,5.80E+88,2004-290T12,16,0,23,1,,
1477779604,58152094,2004-303T21,25,0,23,0,,
1477966804,5817FBD4,2004-306T01,33,0,23,1,,
1478960404,58272514,2004-317T13,26,0,23,1,,
1479777604,58339D44,2004-327T00,13,0,23,1,,
1482355204,585AF204,2004-356T20,12,0,23,0,,
1482492004,585D0864,2004-358T10,14,0,23,0,,
1483233604,58685944,2005-001T00,33,0,23,1,,
1484403604,587A3394,2005-014T13,49,0,23,0,,
1484763604,587FB1D4,2005-018T17,24,0,23,6,,
1487035204,58A25B44,2005-045T00,98,1,23,0,,
1492615204,58F78024,2005-109T14,32,0,23,0,,
1500762004,5973CF94,2005-203T21,24,0,23,1,,
1500906004,59760214,2005-205T13,16,0,23,1,,
1501089604,5978CF44,2005-207T16,25,0,23,0,,
1502407204,598CEA24,2005-222T22,50,2,23,1,,
1505827204,59C11984,2005-262T12,21,0,23,0,,
1509636004,59FB37A4,2005-306T14,34,0,23,0,,
1509873604,59FED7C4,2005-309T08,18,0,23,0,,
1510082404,5A020764,2005-311T18,33,0,23,1,,
1510842004,5A0D9E94,2005-320T13,46,0,23,1,,
1511551204,5A1870E4,2005-328T18,22,0,23,0,,
1513686004,5A3903F4,2005-353T11,32,0,23,0,,
1514881204,5A4B40B4,2006-002T07,251,2,23,0,,
1515936004,5A5B5904,2006-014T12,620,7,23,0,,
1515946804,5A5B8334,2006-014T15,456,8,23,1,,
1517142004,5A6DBFF4,2006-028T11,44,0,23,0,,
1517181604,5A6E5AA4,2006-028T22,20,0,23,1,,
1519903204,5A97E1E4,2006-060T10,42,0,23,0,,
1520119204,5A9B2DA4,2006-062T22,49,1,23,0,,
1520425204,5A9FD8F4,2006-066T11,20,1,23,0,,
1520504404,5AA10E54,2006-067T09,184,5,23,0,,
1521447604,5AAF72B4,2006-078T07,19,0,23,0,,
1521645604,5AB27824,2006-080T14,350,10,23,0,,
1521958804,5AB73F94,2006-084T05,22,1,23,1,,
1522930804,5AC61474,2006-095T11,288,3,23,0,,
1523424004,5ACD9B04,2006-101T04,336,6,23,0,,
1523452804,5ACE0B84,2006-101T12,314,5,23,0,,
1524439204,5ADD18A4,2006-112T22,111,2,23,0,,
1524442804,5ADD26B4,2006-112T23,247,5,23,0,,
1524522004,5ADE5C14,2006-113T21,109,2,23,0,,
1525004404,5AE5B874,2006-119T11,42,0,23,0,,
1525191604,5AE893B4,2006-121T15,73,0,23,0,,
1525483204,5AED06C4,2006-125T00,152,3,23,0,,
1525591204,5AEEACA4,2006-126T06,374,16,23,0,,
1526307604,5AF99B14,2006-134T13,176,3,23,0,,
1526336404,5AFA0B94,2006-134T21,84,1,23,0,,
1526386804,5AFAD074,2006-135T11,33,0,23,0,,
1527391204,5B0A23E4,2006-147T02,20,0,23,8,,
1527466804,5B0B4B34,2006-147T23,26,0,23,0,,
1527607204,5B0D6FA4,2006-149T14,40,0,23,0,,
1527621604,5B0DA7E4,2006-149T18,34,0,23,0,,
1528244404,5B1728B4,2006-156T23,29,0,23,0,,
1528316404,5B1841F4,2006-157T19,36,0,23,0,,
1528730404,5B1E9324,2006-162T14,27,0,23,0,,
1528770004,5B1F2DD4,2006-163T01,35,0,23,0,,
1529212804,5B25EF84,2006-168T04,34,0,23,2,,
1529248804,5B267C24,2006-168T14,37,1,23,0,,
1529367604,5B284C34,2006-169T23,27,0,23,0,,
1529446804,5B298194,2006-170T21,12,0,23,0,,
1530120004,5B33C744,2006-178T16,37,0,23,0,,
1530249604,5B35C184,2006-180T04,27,0,23,0,,
1530404404,5B381E34,2006-181T23,17,0,23,1,,
1530415204,5B384864,2006-182T02,26,0,23,0,,
1530444004,5B38B8E4,2006-182T10,18,0,23,0,,
1530606004,5B3B31B4,2006-184T07,34,0,23,0,,
1530822004,5B3E7D74,2006-186T19,27,0,23,0,,
1530948004,5B4069A4,2006-188T06,41,0,23,0,,
1532917204,5B5E75D4,2006-211T01,39,0,23,2,,
1533165604,5B624024,2006-213T22,21,0,23,0,,
1533576004,5B688344,2006-218T16,222,6,23,0,,
1534540804,5B773C04,2006-229T20,34,2,23,0,,
1534666804,5B792834,2006-231T07,16,0,23,0,,
1534998004,5B7E35F4,2006-235T03,303,3,23,0,,
1535041204,5B7EDEB4,2006-235T15,193,2,23,0,,
1535246404,5B820044,2006-238T00,23,0,23,0,,
1535581204,5B871C14,2006-241T21,334,7,23,0,,
1535800804,5B8A75E4,2006-244T10,150,1,23,1,,
1535880004,5B8BAB44,2006-245T08,176,5,23,0,,
1536448804,5B945924,2006-251T22,91,1,23,0,,
1536585604,5B966F84,2006-253T12,196,4,23,1,,
1536729604,5B98A204,2006-255T04,121,4,23,0,,
1537384804,5BA2A164,2006-262T18,156,6,23,1,,
1538216404,5BAF51D4,2006-272T09,781,4,23,0,,
1538486404,5BB37084,2006-275T12,202,5,23,0,,
1538641204,5BB5CD34,2006-277T07,560,2,23,0,,
1539433204,5BC1E2F4,2006-286T11,381,9,23,0,,
1540070404,5BCB9C04,2006-293T20,698,8,23,4,,
1540812004,5BD6ECE4,2006-302T10,242,4,23,0,,
1540851604,5BD78794,2006-302T21,161,4,23,1,,
1540862404,5BD7B1C4,2006-303T00,298,9,23,0,,
1540894804,5BD83054,2006-303T09,143,3,23,0,,
1541146804,5BDC08B4,2006-306T07,109,1,23,0,,
1541172004,5BDC6B24,2006-306T14,81,0,23,0,,
1541247604,5BDD9274,2006-307T11,43,0,23,0,,
1542108004,5BEAB364,2006-317T10,1003,24,23,2,,
1542684004,5BF37D64,2006-324T02,441,11,23,0,,
1542849604,5BF60444,2006-326T00,822,10,23,0,,
1543116004,5BFA14E4,2006-329T02,1631,16,23,1,,
1543519204,5C003BE4,2006-333T18,33,0,23,0,,
1543926004,5C0670F4,2006-338T11,1753,11,23,1,,
1544077204,5C08BF94,2006-340T05,1691,28,23,0,,
1544329204,5C0C97F4,2006-343T03,45,15,23,0,,
1544404804,5C0DBF44,2006-344T00,609,20,23,0,,
1544581204,5C107054,2006-346T01,1143,17,23,0,,
1545200404,5C19E314,2006-353T05,2151,8,23,0,,
1545448804,5C1DAD64,2006-356T02,182,5,23,0,,
1545610804,5C202634,2006-357T23,167,5,23,0,,
1545733204,5C220454,2006-359T09,643,14,23,0,,
1546262404,5C2A1784,2006-365T12,1409,20,23,0,,
1546831204,5C32C564,2007-007T02,649,14,23,1,,
1547248804,5C3924A4,2007-011T22,1036,32,23,0,,
1547324404,5C3A4BF4,2007-012T19,1047,20,23,0,,
1547464804,5C3C7064,2007-014T10,148,19,23,0,,
1548033604,5C451E44,2007-021T00,712,15,23,0,,
1548480004,5C4BEE04,2007-026T04,1749,10,23,1,,
1548652804,5C4E9104,2007-028T04,1198,8,23,0,,
1548696004,5C4F39C4,2007-028T16,1155,10,23,0,,
1548721204,5C4F9C34,2007-028T23,1204,6,23,0,,
1548904804,5C526964,2007-031T02,1220,5,23,0,,
1551140404,5C748634,2007-056T23,687,10,23,0,,
1551504004,5C7A1284,2007-061T04,3074,9,23,0,,
1551597604,5C7B8024,2007-062T06,1468,22,23,0,,
1551655204,5C7C6124,2007-062T22,1442,6,23,0,,
1551835204,5C7F2044,2007-065T00,1868,24,23,0,,
1552623604,5C8B27F4,2007-074T03,730,17,23,1,,
1552828804,5C8E4984,2007-076T12,1526,14,23,0,,
1553361604,5C966AC4,2007-082T16,827,26,23,3,,
1553520004,5C98D584,2007-084T12,428,16,23,0,,
1553876404,5C9E45B4,2007-088T15,728,12,23,0,,
1554088804,5CA18364,2007-091T02,609,8,23,0,,
1554394804,5CA62EB4,2007-094T15,1073,10,23,0,,
1554409204,5CA666F4,2007-094T19,65,13,23,0,,
1554459604,5CA72BD4,2007-095T09,1953,12,23,0,,
1554661204,5CAA3F54,2007-097T17,160,16,23,0,,
1555561204,5CB7FAF4,2007-108T03,1429,4,23,1,,
1555572004,5CB82524,2007-108T06,1465,7,23,0,,
1555654804,5CB96894,2007-109T05,3001,9,23,0,,
1555791604,5CBB7EF4,2007-110T19,257,27,23,4,,
1555845604,5CBC51E4,2007-111T10,378,11,23,0,,
1556281204,5CC2F774,2007-116T11,404,7,23,0,,
1556518804,5CC69794,2007-119T05,1561,18,23,0,,
1556968804,5CCD7564,2007-124T10,1680,23,23,2,,
1557577204,5CD6BDF4,2007-131T11,253,5,23,0,,
1557620404,5CD766B4,2007-131T23,934,20,23,0,,
1558264804,5CE13BE4,2007-139T10,715,7,23,0,,
1558498804,5CE4CDF4,2007-142T03,1165,5,23,1,,
1558819204,5CE9B184,2007-145T20,1254,25,23,1,,
1559038804,5CED0B54,2007-148T09,977,9,23,0,,
1559190004,5CEF59F4,2007-150T03,1480,6,23,0,,
1559560804,5CF50264,2007-154T10,795,16,23,0,,
1559636404,5CF629B4,2007-155T07,791,8,23,6,,
1559658004,5CF67E14,2007-155T13,1520,16,23,0,,
1559694004,5CF70AB4,2007-155T23,1502,8,23,0,,
1559719204,5CF76D24,2007-156T06,1723,23,23,0,,
1559881204,5CF9E5F4,2007-158T03,1417,13,23,1,,
1560007204,5CFBD224,2007-159T14,1590,14,23,0,,
1560082804,5CFCF974,2007-160T11,2059,18,23,0,,
1560874804,5D090F34,2007-169T15,1316,11,23,0,,
1561281604,5D0F4444,2007-174T08,1383,16,23,0,,
1561551604,5D1362F4,2007-177T11,1318,15,23,0,,
1561638004,5D14B474,2007-178T11,2046,33,23,0,,
1561728004,5D161404,2007-179T12,2079,6,23,0,,
1561936804,5D1943A4,2007-181T22,49,6,23,0,,
1562239204,5D1DE0E4,2007-185T10,388,15,23,0,,
1562476804,5D218104,2007-188T04,700,5,23,0,,
1562541604,5D227E24,2007-188T22,1213,23,23,0,,
1562728804,5D255964,2007-191T02,1100,27,23,0,,
1563031204,5D29F6A4,2007-194T14,1481,24,23,0,,
1563254404,5D2D5E84,2007-197T04,882,14,23,0,,
1563434404,5D301DA4,2007-199T06,1737,29,23,0,,
1563906004,5D374FD4,2007-204T17,1046,1,23,0,,
1564356004,5D3E2DA4,2007-209T22,2001,17,23,0,,
1564399204,5D3ED664,2007-210T10,112,11,23,2,,
1564921204,5D46CD74,2007-216T11,465,32,23,0,,
1565061604,5D48F1E4,2007-218T02,2009,4,23,0,,
1565108404,5D49A8B4,2007-218T15,885,23,23,0,,
1565241604,5D4BB104,2007-220T04,1036,21,23,0,,
1565346004,5D4D48D4,2007-221T09,636,5,23,0,,
1565576404,5D50CCD4,2007-224T01,1922,15,23,0,,
1565842804,5D54DD74,2007-227T03,176,25,23,0,,
1565864404,5D5531D4,2007-227T09,1375,7,23,0,,
1565886004,5D558634,2007-227T15,1177,20,23,0,,
1566483604,5D5EA494,2007-234T13,633,13,23,1,,
1567408804,5D6CC2A4,2007-245T06,1479,14,23,1,,
1567506004,5D6E3E54,2007-246T09,682,22,23,0,,
1567545604,5D6ED904,2007-246T20,1395,30,23,0,,
1567873204,5D73D8B4,2007-250T15,1419,11,23,0,,
1568373604,5D7B7B64,2007-256T10,744,14,23,0,,
1568395204,5D7BCFC4,2007-256T16,1083,25,23,1,,
1569086404,5D865BC4,2007-264T16,1993,4,23,0,,
1569180004,5D87C964,2007-265T18,874,26,23,0,,
1570015204,5D9487E4,2007-275T10,661,30,23,0,,
1570321204,5D993334,2007-278T23,1353,33,23,0,,
1571343199,5DA8CB5F,2007-290T19,1899,20,23,0,,
1571465599,5DAAA97F,2007-292T05,1299,26,23,2,,
1571850799,5DB08A2F,2007-296T16,2045,8,23,0,,
1572135199,5DB4E11F,2007-299T23,1433,15,23,0,,
1572178399,5DB589DF,2007-300T11,815,21,23,0,,
1572196399,5DB5D02F,2007-300T16,454,14,23,0,,
1572199999,5DB5DE3F,2007-300T17,573,16,23,1,,
1572473599,5DBA0AFF,2007-303T21,1778,3,23,1,,
1572541999,5DBB162F,2007-304T16,1910,19,23,0,,
1572624799,5DBC599F,2007-305T15,31,0,23,0,,
1572941599,5DC12F1F,2007-309T07,16,0,23,0,,
1573506799,5DC9CEEF,2007-315T20,53,0,23,0,,
1573546399,5DCA699F,2007-316T07,52,1,23,0,,
1574133199,5DD35DCF,2007-323T02,35,0,23,0,,
1574194399,5DD44CDF,2007-323T19,33,0,23,1,,
1574295199,5DD5D69F,2007-324T23,29,0,23,0,,
1574313199,5DD61CEF,2007-325T04,24,0,23,1,,
1574345599,5DD69B7F,2007-325T13,31,0,23,0,,
1574503999,5DD9063F,2007-327T09,22,0,23,1,,
1574518399,5DD93E7F,2007-327T13,24,0,23,1,,
1574813599,5DDDBF9F,2007-330T23,23,1,23,0,,
1575011599,5DE0C50F,2007-333T06,26,0,23,0,,
1575256399,5DE4814F,2007-336T02,26,0,23,0,,
1575828799,5DED3D3F,2007-342T17,30,0,23,0,,
1576069999,5DF0EB6F,2007-345T12,34,2,23,0,,
1576552399,5DF847CF,2007-351T02,29,0,23,0,,
1576685599,5DFA501F,2007-352T15,34,0,23,0,,
1576865599,5DFD0F3F,2007-354T17,36,0,23,0,,
1576966399,5DFE98FF,2007-355T21,15,0,23,0,,
1577131999,5E011FDF,2007-357T19,27,0,23,1,,
1577722399,5E0A221F,2007-364T15,33,0,23,0,,
1577920399,5E0D278F,2008-001T22,29,0,23,0,,
1578006799,5E0E790F,2008-002T22,33,0,23,0,,
1578049999,5E0F21CF,2008-003T10,30,0,23,0,,
1578402799,5E1483EF,2008-007T12,25,0,23,1,,
1578640399,5E18240F,2008-010T06,33,0,23,0,,
1578679999,5E18BEBF,2008-010T17,33,0,23,0,,
1578719599,5E19596F,2008-011T04,28,0,23,0,,
1578838399,5E1B297F,2008-012T13,43,0,23,0,,
1579011199,5E1DCC7F,2008-014T13,44,1,23,0,,
1579237999,5E21426F,2008-017T04,38,0,23,0,,
1579255999,5E2188BF,2008-017T09,45,1,23,0,,
1579345999,5E22E84F,2008-018T10,28,0,23,0,,
1579421599,5E240F9F,2008-019T07,23,0,23,0,,
1579601599,5E26CEBF,2008-021T09,32,0,23,1,,
1579626799,5E27312F,2008-021T16,39,0,23,0,,
1579925599,5E2BC05F,2008-025T03,28,0,23,0,,
