Decimal,Hex Time,SCET,SSR-A-SBE,SSR-A-DBE,SSR-B-SBE,SSR-B-DBE,,
1497133204,593C7094,2005-161T21,26,0,12,0,,
1497219604,593DC214,2005-162T21,15,0,12,0,,
1497230404,593DEC44,2005-163T00,23,0,12,0,,
1497241204,593E1674,2005-163T03,16,0,12,0,,
1497262804,593E6AD4,2005-163T09,11,0,12,1,,
1497273604,593E9504,2005-163T12,21,2,12,0,,
1497342004,593FA034,2005-164T07,22,0,12,0,,
1497345604,593FAE44,2005-164T08,15,0,12,0,,
1497417604,5940C784,2005-165T04,20,0,12,1,,
1497550804,5942CFD4,2005-166T17,21,0,12,0,,
1497651604,59445994,2005-167T21,10,0,12,0,,
1497716404,594556B4,2005-168T15,13,0,12,0,,
1497752404,5945E354,2005-169T01,7,0,12,0,,
1497759604,5945FF74,2005-169T03,11,0,12,0,,
1497799204,59469A24,2005-169T14,31,0,12,0,,
1497831604,594718B4,2005-169T23,99,1,12,0,,
1497846004,594750F4,2005-170T03,22,0,12,0,,
1497856804,59477B24,2005-170T06,35,0,12,1,,
1497932404,5948A274,2005-171T03,26,0,12,0,,
1498036804,594A3A44,2005-172T08,24,0,12,0,,
1498044004,594A5664,2005-172T10,19,0,12,0,,
1498051204,594A7284,2005-172T12,21,0,12,0,,
1498054804,594A8094,2005-172T13,38,0,12,0,,
1498112404,594B6194,2005-173T05,17,0,12,2,,
1498123204,594B8BC4,2005-173T08,16,0,12,0,,
1498159204,594C1864,2005-173T18,29,2,12,0,,
1498170004,594C4294,2005-173T21,24,0,12,0,,
1498173604,594C50A4,2005-173T22,26,0,12,0,,
1498180804,594C6CC4,2005-174T00,22,0,12,0,,
1498195204,594CA504,2005-174T04,36,0,12,1,,
1498227604,594D2394,2005-174T13,34,0,12,0,,
1498238404,594D4DC4,2005-174T16,30,0,12,0,,
1498274404,594DDA64,2005-175T02,33,0,12,0,,
1498303204,594E4AE4,2005-175T10,32,0,12,0,,
1498418404,59500CE4,2005-176T18,7,0,12,0,,
1498602004,5952DA14,2005-178T21,24,0,12,0,,
1498623604,5.95E+78,2005-179T03,42,0,12,0,,
1498681204,59540F74,2005-179T19,10,0,12,0,,
1498731604,5954D454,2005-180T09,15,0,12,0,,
1498767604,595560F4,2005-180T19,14,0,12,0,,
1498839604,59567A34,2005-181T15,19,0,12,0,,
1498861204,5956CE94,2005-181T21,18,0,12,0,,
1498879204,5.96E+09,2005-182T02,21,0,12,0,,
1498882804,595722F4,2005-182T03,22,0,12,0,,
1498893604,59574D24,2005-182T06,19,0,12,0,,
1498911604,59579374,2005-182T11,21,0,12,0,,
1498983604,5958ACB4,2005-183T07,30,0,12,0,,
1499016004,59592B44,2005-183T16,17,0,12,1,,
1499134804,595AFB54,2005-185T01,17,0,12,0,,
1499192404,595BDC54,2005-185T17,18,0,12,0,,
1499210404,595C22A4,2005-185T22,17,0,12,1,,
1499304004,595D9044,2005-187T00,70,0,12,0,,
1499505604,5960A3C4,2005-189T08,30,0,12,0,,
1499577604,5961BD04,2005-190T04,21,0,12,1,,
1499595604,59620354,2005-190T09,28,0,12,2,,
1499606404,59622D84,2005-190T12,29,0,12,0,,
1499631604,59628FF4,2005-190T19,33,1,12,0,,
1499646004,5962C834,2005-190T23,22,0,12,0,,
1499674804,596338B4,2005-191T07,39,0,12,0,,
1499696404,59638D14,2005-191T13,28,0,12,0,,
1499743204,5.96E+09,2005-192T02,48,0,12,0,,
1499761204,59648A34,2005-192T07,30,0,12,0,,
1499815204,59655D24,2005-192T22,21,0,12,0,,
1499829604,59659564,2005-193T02,143,3,12,0,,
1499869204,59663014,2005-193T13,84,1,12,0,,
1499887204,59667664,2005-193T18,85,1,12,0,,
1500027604,59689AD4,2005-195T09,16,0,12,2,,
1500070804,59694394,2005-195T21,28,0,12,1,,
1500088804,5.97E+09,2005-196T02,29,0,12,0,,
1500218404,596B8424,2005-197T14,14,0,12,1,,
1500225604,596BA044,2005-197T16,12,0,12,0,,
1500258004,596C1ED4,2005-198T01,21,0,12,0,,
1500387604,596E1914,2005-199T13,15,0,12,1,,
1500499204,596FCD04,2005-200T20,17,0,12,0,,
1500513604,59700544,2005-201T00,32,0,12,0,,
1500585604,5.97E+88,2005-201T20,23,0,12,0,,
1500661204,597245D4,2005-202T17,28,0,12,1,,
1500686404,5972A844,2005-203T00,29,0,12,1,,
1500790804,59744014,2005-204T05,23,0,12,0,,
1500862804,59755954,2005-205T01,16,0,12,0,,
1500916804,59762C44,2005-205T16,20,0,12,0,,
1500927604,59765674,2005-205T19,17,0,12,1,,
1500952804,5976B8E4,2005-206T02,17,0,12,0,,
1500978004,59771B54,2005-206T09,22,0,12,1,,
1501086004,5978C134,2005-207T15,13,0,12,1,,
1501107604,59791594,2005-207T21,14,0,12,0,,
1501125604,59795BE4,2005-208T02,18,0,12,0,,
1501132804,59797804,2005-208T04,14,0,12,0,,
1501165204,5979F694,2005-208T13,13,0,12,0,,
1501168804,597A04A4,2005-208T14,19,0,12,0,,
1501197604,597A7524,2005-208T22,18,0,12,0,,
1501201204,597A8334,2005-208T23,16,0,12,2,,
1501212004,597AAD64,2005-209T02,13,0,12,0,,
1501215604,597ABB74,2005-209T03,18,0,12,0,,
1501226404,597AE5A4,2005-209T06,24,0,12,0,,
1501248004,597B3A04,2005-209T12,32,0,12,0,,
1501323604,597C6154,2005-210T09,19,0,12,0,,
1501327204,597C6F64,2005-210T10,21,0,12,0,,
1501338004,597C9994,2005-210T13,23,0,12,0,,
1501363204,597CFC04,2005-210T20,13,0,12,0,,
1501410004,597DB2D4,2005-211T09,16,0,12,0,,
1501420804,597DDD04,2005-211T12,32,1,12,0,,
1501514404,597F4AA4,2005-212T14,19,0,12,0,,
1501536004,597F9F04,2005-212T20,15,0,12,0,,
1501582804,598055D4,2005-213T09,20,0,12,0,,
1501604404,5980AA34,2005-213T15,22,0,12,1,,
1501672804,5981B564,2005-214T10,7,0,12,0,,
1501683604,5981DF94,2005-214T13,11,0,12,0,,
1501708804,59824204,2005-214T20,28,1,12,0,,
1501802404,5983AFA4,2005-215T22,22,0,12,0,,
1501820404,5983F5F4,2005-216T03,26,0,12,0,,
1501827604,59841214,2005-216T05,35,0,12,0,,
1501842004,59844A54,2005-216T09,24,0,12,0,,
1501888804,59850124,2005-216T22,15,0,12,0,,
1501910404,59855584,2005-217T04,21,0,12,0,,
1501914004,59856394,2005-217T05,15,0,12,0,,
1501917604,598571A4,2005-217T06,15,0,12,0,,
1501928404,59859BD4,2005-217T09,7,0,12,0,,
1501932004,5985A9E4,2005-217T10,19,0,12,0,,
1501942804,5985D414,2005-217T13,15,0,12,0,,
1501957204,59860C54,2005-217T17,25,0,12,0,,
1502094004,598822B4,2005-219T07,21,0,12,0,,
1502119204,59888524,2005-219T14,20,0,12,0,,
1502151604,598903B4,2005-219T23,20,0,12,0,,
1502220004,598A0EE4,2005-220T18,30,1,12,0,,
1502227204,598A2B04,2005-220T20,16,0,12,0,,
1502281204,598AFDF4,2005-221T11,29,0,12,1,,
1502317204,598B8A94,2005-221T21,20,0,12,0,,
1502356804,598C2544,2005-222T08,17,0,12,0,,
1502400004,598CCE04,2005-222T20,42,3,12,0,,
1502414404,598D0644,2005-223T00,64,1,12,1,,
1502486404,598E1F84,2005-223T20,25,1,12,0,,
1502493604,598E3BA4,2005-223T22,28,0,12,0,,
1502522404,598EAC24,2005-224T06,30,0,12,0,,
1502551204,598F1CA4,2005-224T14,23,0,12,0,,
1502616004,599019C4,2005-225T08,38,0,12,0,,
1502626804,599043F4,2005-225T11,22,0,12,1,,
1502648404,59909854,2005-225T17,15,0,12,0,,
1502652004,5990A664,2005-225T18,25,0,12,0,,
1502655604,5990B474,2005-225T19,37,0,12,0,,
1502731204,5991DBC4,2005-226T16,25,0,12,0,,
1502742004,599205F4,2005-226T19,20,0,12,1,,
1502788804,5992BCC4,2005-227T08,20,1,12,0,,
1502835604,59937394,2005-227T21,6,0,12,0,,
1502911204,59949AE4,2005-228T18,14,0,12,0,,
1502932804,5994EF44,2005-229T00,8,0,12,0,,
1502936404,5994FD54,2005-229T01,6,0,12,0,,
1503008404,59961694,2005-229T21,15,0,12,0,,
1503048004,5996B144,2005-230T08,11,0,12,0,,
1503055204,5996CD64,2005-230T10,12,0,12,1,,
1503109204,5997A054,2005-231T01,28,0,12,0,,
1503141604,59981EE4,2005-231T10,22,0,12,1,,
1503156004,59985724,2005-231T14,22,1,12,0,,
1503177604,5998AB84,2005-231T20,277,2,12,0,,
1503184804,5998C7A4,2005-231T22,238,2,12,1,,
1503192004,5998E3C4,2005-232T00,245,9,12,0,,
1503199204,5998FFE4,2005-232T02,14,0,12,0,,
1503332404,599B0834,2005-233T15,492,7,12,0,,
1503429604,599C83E4,2005-234T18,60,0,12,0,,
1503451204,599CD844,2005-235T00,244,3,12,0,,
1503476404,599D3AB4,2005-235T07,92,0,12,0,,
1503490804,599D72F4,2005-235T11,142,0,12,0,,
1503494404,599D8104,2005-235T12,212,0,12,0,,
1503548404,599E53F4,2005-236T03,22,0,12,0,,
1503559204,599E7E24,2005-236T06,27,0,12,0,,
1503562804,599E8C34,2005-236T07,31,2,12,0,,
1503602404,599F26E4,2005-236T18,53,0,12,0,,
1503638404,599FB384,2005-237T04,22,0,12,0,,
1503642004,599FC194,2005-237T05,28,0,12,0,,
1503656404,599FF9D4,2005-237T09,27,0,12,0,,
1503663604,59A015F4,2005-237T11,24,0,12,0,,
1503692404,59A08674,2005-237T19,19,0,12,0,,
1503760804,59A191A4,2005-238T14,130,0,12,0,,
1503829204,59A29CD4,2005-239T09,475,4,12,0,,
1503868804,59A33784,2005-239T20,222,2,12,0,,
1503912004,59A3E044,2005-240T08,257,2,12,0,,
1503930004,59A42694,2005-240T13,59,0,12,0,,
1503958804,59A49714,2005-240T21,115,0,12,2,,
1503973204,59A4CF54,2005-241T01,133,1,12,0,,
1504056004,59A612C4,2005-242T00,72,0,12,0,,
1504074004,59A65914,2005-242T05,119,5,12,0,,
1504095604,59A6AD74,2005-242T11,171,15,12,0,,
1504117204,59A701D4,2005-242T17,52,1,12,0,,
1504160404,59A7AA94,2005-243T05,149,0,12,0,,
1504171204,59A7D4C4,2005-243T08,327,1,12,0,,
1504182004,59A7FEF4,2005-243T11,252,5,12,0,,
1504189204,59A81B14,2005-243T13,339,6,12,0,,
1504462804,59AC47D4,2005-246T17,309,6,12,0,,
1504484404,59AC9C34,2005-246T23,44,1,12,0,,
1504509604,59ACFEA4,2005-247T06,170,7,12,0,,
1504531204,59AD5304,2005-247T12,90,1,12,0,,
1504534804,59AD6114,2005-247T13,127,4,12,0,,
1504538404,59AD6F24,2005-247T14,63,0,12,0,,
1504585204,59AE25F4,2005-248T03,92,1,12,2,,
1504660804,59AF4D44,2005-249T00,58,0,12,0,,
1504686004,59AFAFB4,2005-249T07,286,9,12,0,,
1504732804,59B06684,2005-249T20,139,7,12,0,,
1504779604,59B11D54,2005-250T09,311,6,12,0,,
1504822804,59B1C614,2005-250T21,75,1,12,1,,
1504916404,59B333B4,2005-251T23,219,6,12,0,,
1504934404,59B37A04,2005-252T04,238,9,12,0,,
1505028004,59B4E7A4,2005-253T06,94,0,12,0,,
1505035204,59B503C4,2005-253T08,25,0,12,0,,
1505164804,59B6FE04,2005-254T20,353,4,12,0,,
1505197204,59B77C94,2005-255T05,522,0,12,0,,
1505319604,59B95AB4,2005-256T15,84,2,12,0,,
1505380804,59BA49C4,2005-257T08,86,6,12,0,,
1505409604,59BABA44,2005-257T16,302,3,12,0,,
1505438404,59BB2AC4,2005-258T00,407,3,12,0,,
1505442004,59BB38D4,2005-258T01,280,5,12,0,,
1505452804,59BB6304,2005-258T04,200,6,12,0,,
1505456404,59BB7114,2005-258T05,106,4,12,0,,
1505474404,59BBB764,2005-258T10,63,0,12,0,,
1505596804,59BD9584,2005-259T20,52,0,12,0,,
1505611204,59BDCDC4,2005-260T00,61,1,12,0,,
1505679604,59BED8F4,2005-260T19,188,6,12,0,,
1505704804,59BF3B64,2005-261T02,186,3,12,0,,
1505758804,59C00E54,2005-261T17,30,0,12,0,,
1505805604,59C0C524,2005-262T06,39,0,12,0,,
1505888404,59C20894,2005-263T05,28,0,12,0,,
1505920804,59C28724,2005-263T14,21,0,12,0,,
1505942404,59C2DB84,2005-263T20,56,1,12,0,,
1505949604,59C2F7A4,2005-263T22,54,0,12,0,,
1505953204,59C305B4,2005-263T23,34,0,12,0,,
1505967604,59C33DF4,2005-264T03,87,1,12,0,,
1506126004,59C5A8B4,2005-265T23,93,2,12,0,,
1506266404,59C7CD24,2005-267T14,153,5,12,0,,
1506302404,59C859C4,2005-268T00,215,2,12,0,,
1506334804,59C8D854,2005-268T09,664,10,12,0,,
1506417604,59CA1BC4,2005-269T08,356,9,12,0,,
1506446404,59CA8C44,2005-269T16,350,2,12,1,,
1506450004,59CA9A54,2005-269T17,336,3,12,0,,
1506464404,59CAD294,2005-269T21,298,5,12,0,,
1506493204,59CB4314,2005-270T05,215,8,12,0,,
1506507604,59CB7B54,2005-270T09,204,3,12,1,,
1506529204,59CBCFB4,2005-270T15,244,1,12,0,,
1506579604,59CC9494,2005-271T05,127,1,12,0,,
1506604804,59CCF704,2005-271T12,222,2,12,0,,
1506608404,59CD0514,2005-271T13,299,8,12,0,,
1506709204,59CE8ED4,2005-272T17,647,11,12,0,,
1506748804,59CF2984,2005-273T04,422,5,12,0,,
1506781204,59CFA814,2005-273T13,284,8,12,0,,
1506792004,59CFD244,2005-273T16,186,5,12,0,,
1506846004,59D0A534,2005-274T07,147,3,12,0,,
1506954004,59D24B14,2005-275T13,103,3,12,1,,
1506968404,59D28354,2005-275T17,93,3,12,0,,
1506982804,59D2BB94,2005-275T21,189,1,12,0,,
1506997204,59D2F3D4,2005-276T01,244,1,12,1,,
1507101604,59D48BA4,2005-277T06,359,19,12,0,,
1507119604,59D4D1F4,2005-277T11,568,6,12,0,,
1507144804,59D53464,2005-277T18,381,6,12,1,,
1507260004,59D6F664,2005-279T02,153,1,12,0,,
1507288804,59D766E4,2005-279T10,65,0,12,0,,
1507292404,59D774F4,2005-279T11,96,0,12,0,,
1507317604,59D7D764,2005-279T18,276,3,12,0,,
1507342804,59D839D4,2005-280T01,34,0,12,1,,
1507378804,59D8C674,2005-280T11,69,0,12,0,,
1507386004,59D8E294,2005-280T13,28,0,12,0,,
1507404004,59D928E4,2005-280T18,51,0,12,0,,
1507461604,59DA09E4,2005-281T10,32,0,12,1,,
1507479604,59DA5034,2005-281T15,17,1,12,0,,
1507501204,59DAA494,2005-281T21,21,0,12,1,,
1507512004,59DACEC4,2005-282T00,16,0,12,0,,
1507515604,59DADCD4,2005-282T01,23,0,12,1,,
1507648804,59DCE524,2005-283T14,21,0,12,0,,
1507684804,59DD71C4,2005-284T00,14,0,12,0,,
1507828804,59DFA444,2005-285T16,20,0,12,0,,
1507843204,59DFDC84,2005-285T20,26,1,12,0,,
1507850404,59DFF8A4,2005-285T22,26,0,12,0,,
1507872004,59E04D04,2005-286T04,17,0,12,1,,
1507908004,59E0D9A4,2005-286T14,100,1,12,0,,
1507958404,59E19E84,2005-287T04,21,0,12,0,,
1508019604,59E28D94,2005-287T21,105,4,12,0,,
1508026804,59E2A9B4,2005-287T23,37,0,12,0,,
1508127604,59E43374,2005-289T03,25,0,12,0,,
1508156404,59E4A3F4,2005-289T11,23,0,12,0,,
1508160004,59E4B204,2005-289T12,26,0,12,0,,
1508185204,59E51474,2005-289T19,50,3,12,0,,
1508232004,59E5CB44,2005-290T08,9,0,12,0,,
1508264404,59E649D4,2005-290T17,10,0,12,0,,
1508311204,59E700A4,2005-291T06,50,0,12,0,,
1508322004,59E72AD4,2005-291T09,18,0,12,0,,
1508336404,59E76314,2005-291T13,20,0,12,0,,
1508358004,59E7B774,2005-291T19,28,0,12,0,,
1508397604,59E85224,2005-292T06,201,5,12,0,,
1508494804,59E9CDD4,2005-293T09,39,0,12,1,,
1508505604,59E9F804,2005-293T12,35,0,12,0,,
1508520004,59EA3044,2005-293T16,24,0,12,0,,
1508523604,59EA3E54,2005-293T17,36,0,12,1,,
1508538004,59EA7694,2005-293T21,24,2,12,0,,
1508631604,59EBE434,2005-294T23,17,0,12,0,,
1508642404,59EC0E64,2005-295T02,24,0,12,0,,
1508703604,59ECFD74,2005-295T19,33,0,12,0,,
1508714404,59ED27A4,2005-295T22,19,0,12,0,,
1508721604,59ED43C4,2005-296T00,25,0,12,2,,
1508811604,59EEA354,2005-297T01,26,0,12,0,,
1508854804,59EF4C14,2005-297T13,35,0,12,0,,
1508872804,59EF9264,2005-297T18,37,0,12,0,,
1508912404,59F02D14,2005-298T05,23,0,12,0,,
1508988004,59F15464,2005-299T02,17,1,12,0,,
1509132004,59F386E4,2005-300T18,47,1,12,1,,
1509222004,59F4E674,2005-301T19,36,0,12,0,,
1509272404,59F5AB54,2005-302T09,54,0,12,0,,
1509366004,59F718F4,2005-303T11,27,0,12,0,,
1509380404,59F75134,2005-303T15,153,0,12,0,,
1509420004,59F7EBE4,2005-304T02,29,0,12,0,,
1509423604,59F7F9F4,2005-304T03,32,0,12,0,,
1509434404,59F82424,2005-304T06,50,0,12,0,,
1509445204,59F84E54,2005-304T09,13,0,12,0,,
1509538804,59F9BBF4,2005-305T11,35,0,12,0,,
1509556804,59FA0244,2005-305T16,29,0,12,0,,
1509585604,59FA72C4,2005-306T00,41,0,12,0,,
1509672004,59FBC444,2005-307T00,42,0,12,0,,
1509682804,59FBEE74,2005-307T03,28,0,12,0,,
1509733204,59FCB354,2005-307T17,22,0,12,0,,
1509765604,59FD31E4,2005-308T02,32,0,12,0,,
1509816004,59FDF6C4,2005-308T16,26,0,12,0,,
1509906004,59FF5654,2005-309T17,25,0,12,0,,
1509909604,59FF6464,2005-309T18,13,0,12,0,,
1509924004,59FF9CA4,2005-309T22,35,0,12,0,,
1509931204,59FFB8C4,2005-310T00,25,0,12,0,,
1509981604,5A007DA4,2005-310T14,23,0,12,0,,
1510039204,5A015EA4,2005-311T06,79,1,12,0,,
1510086004,5A021574,2005-311T19,29,0,12,1,,
1510096804,5A023FA4,2005-311T22,32,0,12,1,,
1510147204,5A030484,2005-312T12,26,0,12,0,,
1510168804,5A0358E4,2005-312T18,53,0,12,2,,
1510190404,5A03AD44,2005-313T00,33,0,12,0,,
1510222804,5A042BD4,2005-313T09,38,0,12,0,,
1510244404,5A048034,2005-313T15,38,0,12,0,,
1510370404,5A066C64,2005-315T02,31,2,12,0,,
1510384804,5A06A4A4,2005-315T06,24,0,12,0,,
1510392004,5A06C0C4,2005-315T08,28,0,12,0,,
1510449604,5A07A1C4,2005-316T00,25,0,12,0,,
1510460404,5A07CBF4,2005-316T03,21,0,12,0,,
1510514404,5A089EE4,2005-316T18,20,0,12,0,,
1510554004,5A093994,2005-317T05,18,0,12,1,,
1510564804,5A0963C4,2005-317T08,23,1,12,0,,
1510572004,5A097FE4,2005-317T10,19,0,12,0,,
1510658404,5A0AD164,2005-318T10,16,0,12,0,,
1510680004,5A0B25C4,2005-318T16,21,0,12,0,,
1510712404,5A0BA454,2005-319T01,5,0,12,0,,
1510816804,5A0D3C24,2005-320T06,36,0,12,0,,
1510849204,5A0DBAB4,2005-320T15,42,2,12,0,,
1510874404,5A0E1D24,2005-320T22,36,0,12,0,,
1510885204,5A0E4754,2005-321T01,36,0,12,0,,
1510910404,5A0EA9C4,2005-321T08,35,0,12,0,,
1510917604,5A0EC5E4,2005-321T10,35,0,12,0,,
1510950004,5A0F4474,2005-321T19,30,0,12,0,,
1510953604,5A0F5284,2005-321T20,33,0,12,0,,
1510996804,5A0FFB44,2005-322T08,20,0,12,0,,
1511007604,5A102574,2005-322T11,14,0,12,0,,
1511018404,5A104FA4,2005-322T14,21,0,12,0,,
1511036404,5A1095F4,2005-322T19,15,2,12,0,,
1511040004,5A10A404,2005-322T20,16,0,12,1,,
1511072404,5A112294,2005-323T05,11,0,12,0,,
1511083204,5A114CC4,2005-323T08,11,1,12,0,,
1511090404,5A1168E4,2005-323T10,13,0,12,0,,
1511140804,5A122DC4,2005-324T00,15,0,12,0,,
1511155204,5A126604,2005-324T04,15,0,12,0,,
1511162404,5A128224,2005-324T06,11,0,12,1,,
1511184004,5A12D684,2005-324T12,38,0,12,0,,
1511252404,5A13E1B4,2005-325T07,21,0,12,0,,
1511292004,5A147C64,2005-325T18,221,2,12,0,,
1511299204,5A149884,2005-325T20,199,1,12,0,,
1511320804,5A14ECE4,2005-326T02,80,0,12,0,,
1511346004,5A154F54,2005-326T09,115,0,12,0,,
1511389204,5A15F814,2005-326T21,83,1,12,0,,
1511400004,5A162244,2005-327T00,32,0,12,0,,
1511403604,5A163054,2005-327T01,67,0,12,0,,
1511457604,5A170344,2005-327T16,33,0,12,0,,
1511464804,5A171F64,2005-327T18,93,0,12,0,,
1511500804,5A17AC04,2005-328T04,30,0,12,0,,
1511533204,5A182A94,2005-328T13,19,0,12,0,,
1511594404,5A1919A4,2005-329T06,32,0,12,1,,
1511598004,5A1927B4,2005-329T07,82,1,12,0,,
1511706004,5A1ACD94,2005-330T13,193,0,12,0,,
1511713204,5A1AE9B4,2005-330T15,42,0,12,0,,
1511716804,5A1AF7C4,2005-330T16,72,0,12,0,,
1511727604,5A1B21F4,2005-330T19,29,0,12,0,,
1511817604,5A1C8184,2005-331T20,41,2,12,0,,
1511832004,5A1CB9C4,2005-332T00,38,0,12,0,,
1511925604,5A1E2764,2005-333T02,48,0,12,0,,
1511954404,5A1E97E4,2005-333T10,38,0,12,0,,
1512004804,5A1F5CC4,2005-334T00,20,0,12,0,,
1512066004,5A204BD4,2005-334T17,34,0,12,0,,
1512076804,5A207604,2005-334T20,28,0,12,0,,
1512087604,5A20A034,2005-334T23,20,0,12,0,,
1512091204,5A20AE44,2005-335T00,33,2,12,0,,
1512145204,5A218134,2005-335T15,24,0,12,0,,
1512148804,5A218F44,2005-335T16,20,1,12,0,,
1512206404,5A227044,2005-336T08,67,0,12,1,,
1512213604,5A228C64,2005-336T10,16,0,12,0,,
1512253204,5A232714,2005-336T21,337,5,12,1,,
1512278404,5A238984,2005-337T04,118,1,12,0,,
1512296404,5A23CFD4,2005-337T09,47,0,12,0,,
1512325204,5A244054,2005-337T17,36,0,12,0,,
1512390004,5A253D74,2005-338T11,68,1,12,0,,
1512408004,5A2583C4,2005-338T16,138,6,12,0,,
1512555604,5A27C454,2005-340T09,128,4,12,0,,
1512573604,5A280AA4,2005-340T14,355,11,12,1,,
1512577204,5A2818B4,2005-340T15,305,7,12,0,,
1512580804,5A2826C4,2005-340T16,332,9,12,0,,
1512598804,5A286D14,2005-340T21,578,14,12,0,,
1512602404,5A287B24,2005-340T22,864,3,12,0,,
1512624004,5A28CF84,2005-341T04,476,7,12,0,,
1512638404,5A2907C4,2005-341T08,104,1,12,0,,
1512696004,5A29E8C4,2005-342T00,83,1,12,0,,
1512714004,5A2A2F14,2005-342T05,223,8,12,0,,
1512768004,5A2B0204,2005-342T20,166,2,12,0,,
1512775204,5A2B1E24,2005-342T22,235,5,12,0,,
1512814804,5A2BB8D4,2005-343T09,19,0,12,0,,
1512876004,5A2CA7E4,2005-344T02,22,0,12,0,,
1512908404,5A2D2674,2005-344T11,230,8,12,0,,
1512912004,5A2D3484,2005-344T12,181,3,12,1,,
1512951604,5A2DCF34,2005-344T23,64,2,12,0,,
1512958804,5A2DEB54,2005-345T01,55,1,12,0,,
1513041604,5A2F2EC4,2005-346T00,28,0,12,0,,
1513052404,5A2F58F4,2005-346T03,31,0,12,0,,
1513059604,5A2F7514,2005-346T05,27,0,12,0,,
1513214404,5A31D1C4,2005-348T00,79,4,12,1,,
1513218004,5A31DFD4,2005-348T01,26,0,12,0,,
1513297204,5A331534,2005-348T23,20,0,12,0,,
1513354804,5A33F634,2005-349T15,93,4,12,0,,
1513365604,5A342064,2005-349T18,106,2,12,1,,
1513390804,5A3482D4,2005-350T01,50,0,12,0,,
1513401604,5A34AD04,2005-350T04,87,0,12,0,,
1513498804,5A3628B4,2005-351T07,87,0,12,0,,
1513502404,5A3636C4,2005-351T08,136,3,12,0,,
1513516804,5A366F04,2005-351T12,28,0,12,0,,
1513632004,5A383104,2005-352T20,31,0,12,0,,
1513639204,5A384D24,2005-352T22,38,0,12,0,,
1513657204,5A389374,2005-353T03,55,0,12,0,,
1513693204,5A392014,2005-353T13,13,0,12,0,,
1513711204,5A396664,2005-353T18,93,0,12,0,,
1513718404,5A398284,2005-353T20,119,0,12,0,,
1513783204,5A3A7FA4,2005-354T14,11,0,12,0,,
1513794004,5A3AA9D4,2005-354T17,6,0,12,0,,
1513812004,5A3AF024,2005-354T22,19,0,12,0,,
1513819204,5A3B0C44,2005-355T00,15,0,12,0,,
1513840804,5A3B60A4,2005-355T06,17,0,12,1,,
1513862404,5A3BB504,2005-355T12,8,0,12,0,,
1513876804,5A3BED44,2005-355T16,14,0,12,0,,
1513887604,5A3C1774,2005-355T19,16,0,12,0,,
1513909204,5A3C6BD4,2005-356T01,15,0,12,0,,
1513956004,5A3D22A4,2005-356T14,29,0,12,0,,
1513974004,5A3D68F4,2005-356T19,15,0,12,0,,
1514042404,5A3E7424,2005-357T14,24,0,12,0,,
1514128804,5A3FC5A4,2005-358T14,129,4,12,0,,
1514172004,5A406E64,2005-359T02,16,0,12,1,,
1514301604,5A4268A4,2005-360T14,52,3,12,0,,
1514337604,5A42F544,2005-361T00,427,3,12,0,,
1514344804,5A431164,2005-361T02,287,2,12,0,,
1514359204,5A4349A4,2005-361T06,263,3,12,0,,
1514373604,5A4381E4,2005-361T10,416,5,12,0,,
1514384404,5A43AC14,2005-361T13,508,10,12,0,,
1514388004,5A43BA24,2005-361T14,512,5,12,0,,
1514460004,5A44D364,2005-362T10,414,5,12,0,,
1514535604,5A45FAB4,2005-363T07,366,9,12,1,,
1514553604,5A464104,2005-363T12,389,0,12,0,,
1514560804,5A465D24,2005-363T14,428,6,12,0,,
1514571604,5A468754,2005-363T17,337,3,12,0,,
1514589604,5A46CDA4,2005-363T22,442,6,12,0,,
1514593204,5A46DBB4,2005-363T23,447,1,12,0,,
1514625604,5A475A44,2005-364T08,419,2,12,0,,
1514640004,5A479284,2005-364T12,795,6,12,0,,
1514654404,5A47CAC4,2005-364T16,521,4,12,1,,
1514661604,5A47E6E4,2005-364T18,536,9,12,0,,
1514773204,5A499AD4,2006-001T01,430,5,12,0,,
1514798404,5A49FD44,2006-001T08,502,8,12,1,,
1514845204,5A4AB414,2006-001T21,208,2,12,1,,
1514913604,5A4BBF44,2006-002T16,314,4,12,0,,
1514956804,5A4C6804,2006-003T04,320,2,12,0,,
1514960404,5A4C7614,2006-003T05,272,3,12,0,,
1514971204,5A4CA044,2006-003T08,155,2,12,0,,
1514978404,5A4CBC64,2006-003T10,19,0,12,0,,
1515151204,5A4F5F64,2006-005T10,29,0,12,0,,
1515194404,5A500824,2006-005T22,32,1,12,0,,
1515223204,5A5078A4,2006-006T06,61,3,12,0,,
1515237604,5A50B0E4,2006-006T10,60,4,12,0,,
1515248404,5A50DB14,2006-006T13,31,0,12,1,,
1515345604,5A5256C4,2006-007T16,1281,6,12,0,,
1515432004,5A53A844,2006-008T16,344,4,12,0,,
1515453604,5A53FCA4,2006-008T22,387,6,12,0,,
1515486004,5A547B34,2006-009T07,1287,14,12,1,,
1515500404,5A54B374,2006-009T11,1527,16,12,0,,
1515522004,5A5507D4,2006-009T17,1183,19,12,0,,
1515637204,5A56C9D4,2006-011T01,205,0,12,0,,
1515709204,5A57E314,2006-011T21,831,13,12,0,,
1515712804,5A57F124,2006-011T22,964,17,12,0,,
1515748804,5A587DC4,2006-012T08,1014,6,12,0,,
1515759604,5A58A7F4,2006-012T11,886,4,12,0,,
